"lineup","slugTeam","seasonPM","seasonSecs","l_id","Season_mins"
"Festus Ezeli, Harrison Barnes, Leandro Barbosa, Shaun Livingston, Stephen Curry","GSW",3,158,254,2
"Giannis Antetokounmpo, Jared Dudley, Jerryd Bayless, John Henson, Khris Middleton","MIL",3,400,255,6
"Iman Shumpert, James Jones, JR Smith, LeBron James, Timofey Mozgov","CLE",3,955,256,15
"Iman Shumpert, James Jones, Kyrie Irving, LeBron James, Timofey Mozgov","CLE",3,453,257,7
"Iman Shumpert, James Jones, Matthew Dellavedova, Shawn Marion, Tristan Thompson","CLE",3,51,258,0
"Iman Shumpert, JR Smith, Kyrie Irving, LeBron James, Timofey Mozgov","CLE",3,1082,259,18
"Iman Shumpert, Kyrie Irving, LeBron James, Matthew Dellavedova, Tristan Thompson","CLE",3,1680,260,28
"Iman Shumpert, Kyrie Irving, Matthew Dellavedova, Timofey Mozgov, Tristan Thompson","CLE",3,265,261,4
"Isaiah Thomas, Jae Crowder, Jared Sullinger, Jonas Jerebko, Marcus Smart","BOS",3,156,262,2
"Jeff Green, Marc Gasol, Mike Conley, Tony Allen, Vince Carter","MEM",3,409,263,6
"Aaron Brooks, Derrick Rose, Joakim Noah, Mike Dunleavy, Taj Gibson","CHI",2,175,264,2
"Aaron Brooks, E'Twaun Moore, Nazr Mohammed, Nikola Mirotic, Tony Snell","CHI",2,46,265,0
"Aaron Brooks, Jimmy Butler, Kirk Hinrich, Nikola Mirotic, Pau Gasol","CHI",2,189,266,3
"Aaron Brooks, Kirk Hinrich, Mike Dunleavy, Nikola Mirotic, Pau Gasol","CHI",2,133,267,2
"Al-Farouq Aminu, Amar'e Stoudemire, Chandler Parsons, J.J. Barea, Monta Ellis","DAL",2,256,268,4
"Al-Farouq Aminu, Charlie Villanueva, J.J. Barea, Raymond Felton, Tyson Chandler","DAL",2,206,269,3
"Al Horford, DeMarre Carroll, Dennis Schroder, Kent Bazemore, Paul Millsap","ATL",2,276,270,4
"Al Horford, DeMarre Carroll, Dennis Schroder, Kyle Korver, Mike Muscala","ATL",2,134,271,2
"Al Horford, Dennis Schroder, Jeff Teague, Kyle Korver, Mike Scott","ATL",2,52,272,0
"Alan Anderson, Bojan Bogdanovic, Deron Williams, Jarrett Jack, Joe Johnson","BKN",2,15,273,0
"Alan Anderson, Brook Lopez, Jarrett Jack, Joe Johnson, Mason Plumlee","BKN",2,141,274,2
"Alan Anderson, Deron Williams, Joe Johnson, Mason Plumlee, Thaddeus Young","BKN",2,142,275,2
"Allen Crabbe, Chris Kaman, CJ McCollum, Damian Lillard, LaMarcus Aldridge","POR",2,244,276,4
"Amar'e Stoudemire, Devin Harris, Dirk Nowitzki, Monta Ellis, Raymond Felton","DAL",2,15,277,0
"Amir Johnson, DeMar DeRozan, Greivis Vasquez, Patrick Patterson, Terrence Ross","TOR",2,107,278,1
"Andre Iguodala, Harrison Barnes, Klay Thompson, Leandro Barbosa, Stephen Curry","GSW",2,202,279,3
"Andrew Bogut, Draymond Green, Harrison Barnes, Leandro Barbosa, Stephen Curry","GSW",2,307,280,5
"Anthony Davis, Dante Cunningham, Eric Gordon, Norris Cole, Ryan Anderson","NOP",2,174,281,2
"Anthony Davis, Jrue Holiday, Norris Cole, Ryan Anderson, Tyreke Evans","NOP",2,268,282,4
"Aron Baynes, Danny Green, Manu Ginobili, Marco Belinelli, Patty Mills","SAS",2,92,283,1
"Arron Afflalo, CJ McCollum, LaMarcus Aldridge, Robin Lopez, Steve Blake","POR",2,38,284,0
"Austin Rivers, Blake Griffin, Chris Paul, Jamal Crawford, Matt Barnes","LAC",2,240,285,4
"Austin Rivers, DeAndre Jordan, Jamal Crawford, Matt Barnes, Spencer Hawes","LAC",2,162,286,2
"Austin Rivers, Hedo Turkoglu, Jamal Crawford, JJ Redick, Spencer Hawes","LAC",2,12,287,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, Jared Sullinger, Marcus Smart","BOS",2,35,288,0
"Avery Bradley, Evan Turner, Isaiah Thomas, Jae Crowder, Tyler Zeller","BOS",2,9,289,0
"Avery Bradley, Gigi Datome, Isaiah Thomas, Jared Sullinger, Jonas Jerebko","BOS",2,18,290,0
"Avery Bradley, Isaiah Thomas, Jae Crowder, Jared Sullinger, Kelly Olynyk","BOS",2,190,291,3
"Avery Bradley, Isaiah Thomas, Jonas Jerebko, Kelly Olynyk, Marcus Smart","BOS",2,71,292,1
"Beno Udrih, Courtney Lee, Jeff Green, Mike Conley, Zach Randolph","MEM",2,3,293,0
"Beno Udrih, Courtney Lee, Jeff Green, Tony Allen, Vince Carter","MEM",2,38,294,0
"Beno Udrih, Courtney Lee, Jeff Green, Tony Allen, Zach Randolph","MEM",2,34,295,0
"Beno Udrih, JaMychal Green, Jeff Green, Jon Leuer, Nick Calathes","MEM",2,64,296,1
"Blake Griffin, Chris Paul, Glen Davis, JJ Redick, Matt Barnes","LAC",2,59,297,0
"Blake Griffin, Chris Paul, JJ Redick, Matt Barnes, Spencer Hawes","LAC",2,336,298,5
"Boris Diaw, Danny Green, Kawhi Leonard, Manu Ginobili, Tony Parker","SAS",2,27,299,0
"Boris Diaw, Kawhi Leonard, Manu Ginobili, Matt Bonner, Tony Parker","SAS",2,14,300,0
"Bradley Beal, Drew Gooden, Garrett Temple, John Wall, Otto Porter Jr.","WAS",2,11,301,0
"Bradley Beal, Drew Gooden, Nene, Otto Porter Jr., Ramon Sessions","WAS",2,1594,302,26
"Bradley Beal, Drew Gooden, Nene, Otto Porter Jr., Will Bynum","WAS",2,674,303,11
"Bradley Beal, John Wall, Kevin Seraphin, Nene, Paul Pierce","WAS",2,136,304,2
"Bradley Beal, John Wall, Marcin Gortat, Nene, Otto Porter Jr.","WAS",2,184,305,3
"Bradley Beal, Marcin Gortat, Nene, Otto Porter Jr., Ramon Sessions","WAS",2,482,306,8
"Bradley Beal, Marcin Gortat, Otto Porter Jr., Paul Pierce, Will Bynum","WAS",2,85,307,1
"Bradley Beal, Marcin Gortat, Paul Pierce, Ramon Sessions, Will Bynum","WAS",2,14,308,0
"Bradley Beal, Otto Porter Jr., Paul Pierce, Ramon Sessions, Will Bynum","WAS",2,1,309,0
"Brandon Rush, David Lee, James Michael McAdoo, Justin Holiday, Leandro Barbosa","GSW",2,211,310,3
"Clint Capela, Corey Brewer, James Harden, Jason Terry, Trevor Ariza","HOU",2,120,311,2
"Clint Capela, Corey Brewer, James Harden, Josh Smith, Pablo Prigioni","HOU",2,1669,312,27
"Clint Capela, Corey Brewer, James Harden, Nick Johnson, Terrence Jones","HOU",2,171,313,2
"Clint Capela, Corey Brewer, Joey Dorsey, Kostas Papanikolaou, Nick Johnson","HOU",2,201,314,3
"Clint Capela, Corey Brewer, Kostas Papanikolaou, Nick Johnson, Pablo Prigioni","HOU",2,197,315,3
"Cory Joseph, Jeff Ayres, Marco Belinelli, Matt Bonner, Patty Mills","SAS",2,196,316,3
"Courtney Lee, Jeff Green, Marc Gasol, Mike Conley, Nick Calathes","MEM",2,44,317,0
"Danny Green, Kawhi Leonard, Marco Belinelli, Tim Duncan, Tony Parker","SAS",2,5,318,0
"Danny Green, Manu Ginobili, Marco Belinelli, Patty Mills, Tiago Splitter","SAS",2,295,319,4
"Danny Green, Manu Ginobili, Marco Belinelli, Tiago Splitter, Tim Duncan","SAS",2,22,320,0
"Danny Green, Manu Ginobili, Matt Bonner, Patty Mills, Tim Duncan","SAS",2,14,321,0
"Dante Cunningham, Eric Gordon, Norris Cole, Quincy Pondexter, Ryan Anderson","NOP",2,128,322,2
"David Lee, Draymond Green, Harrison Barnes, Shaun Livingston, Stephen Curry","GSW",2,14,323,0
"David Lee, Draymond Green, Leandro Barbosa, Shaun Livingston, Stephen Curry","GSW",2,19,324,0
"David Lee, James Michael McAdoo, Justin Holiday, Leandro Barbosa, Shaun Livingston","GSW",2,32,325,0
"DeMar DeRozan, Greivis Vasquez, James Johnson, Jonas Valanciunas, Lou Williams","TOR",2,49,326,0
"DeMarre Carroll, Dennis Schroder, Jeff Teague, Paul Millsap, Pero Antic","ATL",2,404,327,6
"DeMarre Carroll, Kent Bazemore, Mike Scott, Paul Millsap, Shelvin Mack","ATL",2,124,328,2
"Deron Williams, Jarrett Jack, Joe Johnson, Mason Plumlee, Thaddeus Young","BKN",2,41,329,0
"Derrick Rose, Jimmy Butler, Joakim Noah, Kirk Hinrich, Taj Gibson","CHI",2,290,330,4
"Derrick Rose, Jimmy Butler, Kirk Hinrich, Nikola Mirotic, Taj Gibson","CHI",2,191,331,3
"Derrick Rose, Jimmy Butler, Mike Dunleavy, Pau Gasol, Tony Snell","CHI",2,39,332,0
"Derrick Rose, Jimmy Butler, Nikola Mirotic, Taj Gibson, Tony Snell","CHI",2,168,333,2
"Derrick Rose, Mike Dunleavy, Nikola Mirotic, Pau Gasol, Tony Snell","CHI",2,71,334,1
"Drew Gooden, John Wall, Nene, Otto Porter Jr., Ramon Sessions","WAS",2,55,335,0
"Elton Brand, John Jenkins, Mike Muscala, Mike Scott, Shelvin Mack","ATL",2,218,336,3
"Ersan Ilyasova, Jerryd Bayless, Khris Middleton, Michael Carter-Williams, Zaza Pachulia","MIL",2,266,337,4
"Evan Turner, Isaiah Thomas, Jae Crowder, Jonas Jerebko, Tyler Zeller","BOS",2,133,338,2
"Giannis Antetokounmpo, Jared Dudley, Michael Carter-Williams, O.J. Mayo, Zaza Pachulia","MIL",2,60,339,1
"Giannis Antetokounmpo, Jerryd Bayless, Michael Carter-Williams, O.J. Mayo, Zaza Pachulia","MIL",2,103,340,1
"Iman Shumpert, James Jones, JR Smith, Kevin Love, LeBron James","CLE",2,29,341,0
"Iman Shumpert, James Jones, JR Smith, LeBron James, Mike Miller","CLE",2,86,342,1
"Iman Shumpert, James Jones, Matthew Dellavedova, Timofey Mozgov, Tristan Thompson","CLE",2,19,343,0
"Iman Shumpert, JR Smith, Kendrick Perkins, Kyrie Irving, Tristan Thompson","CLE",2,119,344,1
"Iman Shumpert, JR Smith, Kevin Love, Kyrie Irving, LeBron James","CLE",2,3,345,0
"Iman Shumpert, Kendrick Perkins, Kyrie Irving, LeBron James, Matthew Dellavedova","CLE",2,164,346,2
"Isaiah Thomas, Jae Crowder, Jared Sullinger, Kelly Olynyk, Marcus Smart","BOS",2,238,347,3
"Isaiah Thomas, Jared Sullinger, Jonas Jerebko, Marcus Smart, Phil Pressey","BOS",2,85,348,1
"James Harden, Jason Terry, Pablo Prigioni, Terrence Jones, Trevor Ariza","HOU",2,24,349,0
"JaMychal Green, Jeff Green, Jon Leuer, Jordan Adams, Nick Calathes","MEM",2,116,350,1
"Jared Dudley, Jerryd Bayless, John Henson, Khris Middleton, O.J. Mayo","MIL",2,1462,351,24
"Jeff Green, Nick Calathes, Tony Allen, Vince Carter, Zach Randolph","MEM",2,62,352,1
"John Wall, Marcin Gortat, Otto Porter Jr., Paul Pierce, Ramon Sessions","WAS",2,113,353,1
"JR Smith, LeBron James, Mike Miller, Timofey Mozgov, Tristan Thompson","CLE",2,205,354,3
"Kawhi Leonard, Manu Ginobili, Marco Belinelli, Matt Bonner, Patty Mills","SAS",2,8,355,0
"Kosta Koufos, Nick Calathes, Tony Allen, Vince Carter, Zach Randolph","MEM",2,218,356,3
"Kyrie Irving, LeBron James, Shawn Marion, Timofey Mozgov, Tristan Thompson","CLE",2,105,357,1
"Aaron Brooks, Derrick Rose, Joakim Noah, Kirk Hinrich, Tony Snell","CHI",1,58,358,0
"Aaron Brooks, Jimmy Butler, Mike Dunleavy, Pau Gasol, Taj Gibson","CHI",1,683,359,11
"Aaron Brooks, Jimmy Butler, Pau Gasol, Taj Gibson, Tony Snell","CHI",1,36,360,0
"Al-Farouq Aminu, Amar'e Stoudemire, Devin Harris, Dirk Nowitzki, Monta Ellis","DAL",1,261,361,4
"Al Horford, Dennis Schroder, Kent Bazemore, Paul Millsap, Shelvin Mack","ATL",1,164,362,2
"Alan Anderson, Bojan Bogdanovic, Brook Lopez, Jarrett Jack, Mason Plumlee","BKN",1,144,363,2
"Alan Anderson, Bojan Bogdanovic, Jarrett Jack, Joe Johnson, Mason Plumlee","BKN",1,924,364,15
"Allen Crabbe, Damian Lillard, LaMarcus Aldridge, Nicolas Batum, Robin Lopez","POR",1,1067,365,17
"Amar'e Stoudemire, Devin Harris, Dirk Nowitzki, Monta Ellis, Richard Jefferson","DAL",1,240,366,4
"Amir Johnson, Greivis Vasquez, James Johnson, Jonas Valanciunas, Terrence Ross","TOR",1,169,367,2
"Andre Iguodala, Draymond Green, Harrison Barnes, Leandro Barbosa, Shaun Livingston","GSW",1,192,368,3
"Aron Baynes, Boris Diaw, Kawhi Leonard, Manu Ginobili, Patty Mills","SAS",1,119,369,1
"Aron Baynes, Kawhi Leonard, Manu Ginobili, Tim Duncan, Tony Parker","SAS",1,108,370,1
"Arron Afflalo, CJ McCollum, Damian Lillard, LaMarcus Aldridge, Nicolas Batum","POR",1,63,371,1
"Austin Rivers, Blake Griffin, DeAndre Jordan, Jamal Crawford, Matt Barnes","LAC",1,217,372,3
"Austin Rivers, Blake Griffin, Hedo Turkoglu, Jamal Crawford, JJ Redick","LAC",1,225,373,3
"Austin Rivers, Chris Paul, Glen Davis, Hedo Turkoglu, Jamal Crawford","LAC",1,147,374,2
"Austin Rivers, DeAndre Jordan, JJ Redick, Matt Barnes, Spencer Hawes","LAC",1,167,375,2
"Avery Bradley, Brandon Bass, Evan Turner, Isaiah Thomas, Jonas Jerebko","BOS",1,108,376,1
"Avery Bradley, Gigi Datome, Isaiah Thomas, Jae Crowder, Jared Sullinger","BOS",1,63,377,1
"Avery Bradley, Isaiah Thomas, Jared Sullinger, Jonas Jerebko, Kelly Olynyk","BOS",1,174,378,2
"Avery Bradley, Isaiah Thomas, Jonas Jerebko, Kelly Olynyk, Tyler Zeller","BOS",1,98,379,1
"Avery Bradley, Jared Sullinger, Jonas Jerebko, Marcus Smart, Phil Pressey","BOS",1,137,380,2
"Beno Udrih, Courtney Lee, Jeff Green, Nick Calathes, Vince Carter","MEM",1,47,381,0
"Bojan Bogdanovic, Brook Lopez, Deron Williams, Joe Johnson, Mirza Teletovic","BKN",1,134,382,2
"Boris Diaw, Cory Joseph, Manu Ginobili, Marco Belinelli, Matt Bonner","SAS",1,19,383,0
"Boris Diaw, Danny Green, Kawhi Leonard, Manu Ginobili, Patty Mills","SAS",1,94,384,1
"Boris Diaw, Manu Ginobili, Marco Belinelli, Patty Mills, Tiago Splitter","SAS",1,227,385,3
"Bradley Beal, Drew Gooden, Kevin Seraphin, Otto Porter Jr., Ramon Sessions","WAS",1,949,386,15
"Bradley Beal, John Wall, Nene, Otto Porter Jr., Ramon Sessions","WAS",1,72,387,1
"Chandler Parsons, Charlie Villanueva, Dirk Nowitzki, J.J. Barea, Monta Ellis","DAL",1,48,388,0
"Charlie Villanueva, Devin Harris, Dwight Powell, Greg Smith, J.J. Barea","DAL",1,42,389,0
"Chris Kaman, CJ McCollum, LaMarcus Aldridge, Nicolas Batum, Steve Blake","POR",1,124,390,2
"CJ McCollum, Damian Lillard, Meyers Leonard, Nicolas Batum, Steve Blake","POR",1,7,391,0
"CJ McCollum, Damian Lillard, Nicolas Batum, Steve Blake, Tim Frazier","POR",1,24,392,0
"Corey Brewer, Dwight Howard, Josh Smith, Nick Johnson, Trevor Ariza","HOU",1,436,393,7
"Corey Brewer, James Harden, Nick Johnson, Terrence Jones, Trevor Ariza","HOU",1,61,394,1
"DeMar DeRozan, Greivis Vasquez, Jonas Valanciunas, Kyle Lowry, Lou Williams","TOR",1,45,395,0
"DeMar DeRozan, Greivis Vasquez, Jonas Valanciunas, Kyle Lowry, Terrence Ross","TOR",1,144,396,2
"DeMarre Carroll, Dennis Schroder, Kyle Korver, Mike Muscala, Paul Millsap","ATL",1,85,397,1
"DeMarre Carroll, Dennis Schroder, Kyle Korver, Paul Millsap, Pero Antic","ATL",1,68,398,1
"Dennis Schroder, Kent Bazemore, Kyle Korver, Mike Scott, Pero Antic","ATL",1,118,399,1
"Derrick Rose, Jimmy Butler, Joakim Noah, Kirk Hinrich, Mike Dunleavy","CHI",1,888,400,14
"Derrick Rose, Jimmy Butler, Joakim Noah, Nikola Mirotic, Tony Snell","CHI",1,815,401,13
"Draymond Green, Harrison Barnes, Klay Thompson, Leandro Barbosa, Shaun Livingston","GSW",1,206,402,3
"Drew Gooden, Kevin Seraphin, Otto Porter Jr., Ramon Sessions, Rasual Butler","WAS",1,76,403,1
"Ersan Ilyasova, Giannis Antetokounmpo, Jerryd Bayless, Khris Middleton, Zaza Pachulia","MIL",1,486,404,8
"Ersan Ilyasova, John Henson, Khris Middleton, Michael Carter-Williams, O.J. Mayo","MIL",1,480,405,8
"Gerald Wallace, Isaiah Thomas, Jared Sullinger, Jonas Jerebko, Marcus Smart","BOS",1,89,406,1
"Harrison Barnes, Justin Holiday, Leandro Barbosa, Marreese Speights, Shaun Livingston","GSW",1,56,407,0
"Iman Shumpert, James Jones, Kyrie Irving, Matthew Dellavedova, Timofey Mozgov","CLE",1,98,408,1
"Iman Shumpert, James Jones, LeBron James, Timofey Mozgov, Tristan Thompson","CLE",1,289,409,4
"Iman Shumpert, JR Smith, Kevin Love, Kyrie Irving, Timofey Mozgov","CLE",1,8,410,0
"Iman Shumpert, JR Smith, Kyrie Irving, LeBron James, Tristan Thompson","CLE",1,1626,411,27
"Iman Shumpert, JR Smith, Kyrie Irving, Matthew Dellavedova, Timofey Mozgov","CLE",1,136,412,2
"Iman Shumpert, Kyrie Irving, Mike Miller, Timofey Mozgov, Tristan Thompson","CLE",1,192,413,3
"James Jones, Kyrie Irving, Matthew Dellavedova, Mike Miller, Tristan Thompson","CLE",1,125,414,2
"Jeff Green, Kosta Koufos, Nick Calathes, Vince Carter, Zach Randolph","MEM",1,142,415,2
"Jeff Teague, Kent Bazemore, Kyle Korver, Mike Scott, Paul Millsap","ATL",1,97,416,1
"JR Smith, LeBron James, Matthew Dellavedova, Mike Miller, Tristan Thompson","CLE",1,102,417,1
"Kawhi Leonard, Manu Ginobili, Marco Belinelli, Patty Mills, Tiago Splitter","SAS",1,331,418,5
"Kawhi Leonard, Manu Ginobili, Matt Bonner, Tim Duncan, Tony Parker","SAS",1,58,419,0
"Kyrie Irving, LeBron James, Matthew Dellavedova, Mike Miller, Tristan Thompson","CLE",1,68,420,1
"Aaron Brooks, Derrick Rose, Jimmy Butler, Joakim Noah, Nikola Mirotic","CHI",0,0,421,0
"Aaron Brooks, Derrick Rose, Jimmy Butler, Joakim Noah, Taj Gibson","CHI",0,0,422,0
"Aaron Brooks, Derrick Rose, Jimmy Butler, Pau Gasol, Tony Snell","CHI",0,0,423,0
"Aaron Brooks, Derrick Rose, Joakim Noah, Nikola Mirotic, Tony Snell","CHI",0,0,424,0
"Aaron Brooks, Derrick Rose, Kirk Hinrich, Nikola Mirotic, Taj Gibson","CHI",0,67,425,1
"Aaron Brooks, Jimmy Butler, Joakim Noah, Mike Dunleavy, Pau Gasol","CHI",0,189,426,3
"Aaron Brooks, Jimmy Butler, Joakim Noah, Mike Dunleavy, Taj Gibson","CHI",0,39,427,0
"Aaron Brooks, Jimmy Butler, Kirk Hinrich, Nikola Mirotic, Taj Gibson","CHI",0,126,428,2
"Aaron Brooks, Jimmy Butler, Mike Dunleavy, Nikola Mirotic, Pau Gasol","CHI",0,4,429,0
"Aaron Brooks, Mike Dunleavy, Pau Gasol, Taj Gibson, Tony Snell","CHI",0,65,430,1
"Aaron Brooks, Nikola Mirotic, Pau Gasol, Taj Gibson, Tony Snell","CHI",0,97,431,1
"Al-Farouq Aminu, Amar'e Stoudemire, Chandler Parsons, Monta Ellis, Rajon Rondo","DAL",0,0,432,0
"Al-Farouq Aminu, Amar'e Stoudemire, Charlie Villanueva, Dirk Nowitzki, Raymond Felton","DAL",0,0,433,0
"Al-Farouq Aminu, Amar'e Stoudemire, Dirk Nowitzki, J.J. Barea, Raymond Felton","DAL",0,432,434,7
"Al-Farouq Aminu, Amar'e Stoudemire, J.J. Barea, Monta Ellis, Richard Jefferson","DAL",0,1,435,0
"Al-Farouq Aminu, Amar'e Stoudemire, Monta Ellis, Raymond Felton, Richard Jefferson","DAL",0,0,436,0
"Al-Farouq Aminu, Bernard James, Dwight Powell, J.J. Barea, Raymond Felton","DAL",0,78,437,1
"Al-Farouq Aminu, Bernard James, J.J. Barea, Monta Ellis, Raymond Felton","DAL",0,0,438,0
"Al-Farouq Aminu, Chandler Parsons, Charlie Villanueva, J.J. Barea, Monta Ellis","DAL",0,0,439,0
"Al-Farouq Aminu, Charlie Villanueva, Devin Harris, Dirk Nowitzki, Monta Ellis","DAL",0,37,440,0
"Al-Farouq Aminu, Charlie Villanueva, Devin Harris, J.J. Barea, Monta Ellis","DAL",0,0,441,0
"Al-Farouq Aminu, Charlie Villanueva, J.J. Barea, Monta Ellis, Richard Jefferson","DAL",0,16,442,0
"Al-Farouq Aminu, Charlie Villanueva, Raymond Felton, Richard Jefferson, Tyson Chandler","DAL",0,0,443,0
"Al-Farouq Aminu, Devin Harris, J.J. Barea, Monta Ellis, Tyson Chandler","DAL",0,0,444,0
"Al-Farouq Aminu, Dirk Nowitzki, J.J. Barea, Monta Ellis, Richard Jefferson","DAL",0,7,445,0
"Al-Farouq Aminu, Dirk Nowitzki, Monta Ellis, Rajon Rondo, Tyson Chandler","DAL",0,0,446,0
"Al-Farouq Aminu, Monta Ellis, Raymond Felton, Richard Jefferson, Tyson Chandler","DAL",0,18,447,0
"Al Horford, DeMarre Carroll, Dennis Schroder, Kent Bazemore, Kyle Korver","ATL",0,6,448,0
"Al Horford, DeMarre Carroll, Dennis Schroder, Kyle Korver, Mike Scott","ATL",0,585,449,9
"Al Horford, DeMarre Carroll, Dennis Schroder, Kyle Korver, Pero Antic","ATL",0,16,450,0
"Al Horford, DeMarre Carroll, Jeff Teague, Mike Scott, Paul Millsap","ATL",0,0,451,0
"Al Horford, Dennis Schroder, Jeff Teague, Kent Bazemore, Kyle Korver","ATL",0,0,452,0
"Al Horford, Dennis Schroder, Jeff Teague, Mike Muscala, Paul Millsap","ATL",0,0,453,0
"Al Horford, Dennis Schroder, Kent Bazemore, Mike Scott, Paul Millsap","ATL",0,0,454,0
"Al Horford, Dennis Schroder, Kent Bazemore, Paul Millsap, Pero Antic","ATL",0,4,455,0
"Al Horford, Dennis Schroder, Kyle Korver, Mike Scott, Pero Antic","ATL",0,0,456,0
"Al Horford, Jeff Teague, Kent Bazemore, Kyle Korver, Mike Muscala","ATL",0,0,457,0
"Al Horford, Jeff Teague, Kent Bazemore, Kyle Korver, Mike Scott","ATL",0,50,458,0
"Al Horford, Jeff Teague, Kent Bazemore, Mike Scott, Pero Antic","ATL",0,0,459,0
"Al Horford, Jeff Teague, Kyle Korver, Mike Muscala, Paul Millsap","ATL",0,0,460,0
"Al Horford, Jeff Teague, Kyle Korver, Mike Scott, Paul Millsap","ATL",0,0,461,0
"Al Horford, Jeff Teague, Kyle Korver, Paul Millsap, Shelvin Mack","ATL",0,101,462,1
"Al Horford, Jeff Teague, Mike Scott, Paul Millsap, Shelvin Mack","ATL",0,0,463,0
"Al Horford, John Jenkins, Kent Bazemore, Mike Scott, Shelvin Mack","ATL",0,0,464,0
"Alan Anderson, Bojan Bogdanovic, Brook Lopez, Deron Williams, Thaddeus Young","BKN",0,171,465,2
"Alan Anderson, Brook Lopez, Deron Williams, Jarrett Jack, Mason Plumlee","BKN",0,0,466,0
"Alan Anderson, Deron Williams, Earl Clark, Jarrett Jack, Mason Plumlee","BKN",0,0,467,0
"Alexis Ajinca, Anthony Davis, Dante Cunningham, Norris Cole, Tyreke Evans","NOP",0,0,468,0
"Alexis Ajinca, Dante Cunningham, Jrue Holiday, Norris Cole, Ryan Anderson","NOP",0,360,469,6
"Allen Crabbe, Alonzo Gee, Damian Lillard, Joel Freeland, Meyers Leonard","POR",0,0,470,0
"Allen Crabbe, Chris Kaman, CJ McCollum, LaMarcus Aldridge, Steve Blake","POR",0,5,471,0
"Allen Crabbe, CJ McCollum, Damian Lillard, LaMarcus Aldridge, Nicolas Batum","POR",0,0,472,0
"Allen Crabbe, Damian Lillard, LaMarcus Aldridge, Nicolas Batum, Steve Blake","POR",0,0,473,0
"Amar'e Stoudemire, Chandler Parsons, Devin Harris, J.J. Barea, Tyson Chandler","DAL",0,0,474,0
"Amar'e Stoudemire, Charlie Villanueva, Devin Harris, Dirk Nowitzki, Monta Ellis","DAL",0,0,475,0
"Amar'e Stoudemire, Charlie Villanueva, Devin Harris, J.J. Barea, Monta Ellis","DAL",0,0,476,0
"Amar'e Stoudemire, Charlie Villanueva, Devin Harris, Monta Ellis, Raymond Felton","DAL",0,0,477,0
"Amar'e Stoudemire, Devin Harris, Dirk Nowitzki, J.J. Barea, Raymond Felton","DAL",0,0,478,0
"Amar'e Stoudemire, Dirk Nowitzki, J.J. Barea, Raymond Felton, Tyson Chandler","DAL",0,0,479,0
"Amir Johnson, DeMar DeRozan, Greivis Vasquez, Kyle Lowry, Lou Williams","TOR",0,0,480,0
"Amir Johnson, DeMar DeRozan, Greivis Vasquez, Kyle Lowry, Patrick Patterson","TOR",0,0,481,0
"Amir Johnson, DeMar DeRozan, Greivis Vasquez, Kyle Lowry, Terrence Ross","TOR",0,0,482,0
"Amir Johnson, DeMar DeRozan, Kyle Lowry, Lou Williams, Patrick Patterson","TOR",0,377,483,6
"Amir Johnson, Greivis Vasquez, Jonas Valanciunas, Kyle Lowry, Lou Williams","TOR",0,0,484,0
"Andre Iguodala, Andrew Bogut, Draymond Green, Festus Ezeli, Klay Thompson","GSW",0,0,485,0
"Andre Iguodala, Andrew Bogut, Festus Ezeli, Leandro Barbosa, Stephen Curry","GSW",0,0,486,0
"Andre Iguodala, Andrew Bogut, Klay Thompson, Marreese Speights, Shaun Livingston","GSW",0,0,487,0
"Andre Iguodala, Andrew Bogut, Klay Thompson, Shaun Livingston, Stephen Curry","GSW",0,0,488,0
"Andre Iguodala, David Lee, Festus Ezeli, James Michael McAdoo, Leandro Barbosa","GSW",0,0,489,0
"Andre Iguodala, David Lee, Festus Ezeli, Klay Thompson, Leandro Barbosa","GSW",0,0,490,0
"Andre Iguodala, David Lee, Festus Ezeli, Shaun Livingston, Stephen Curry","GSW",0,0,491,0
"Andre Iguodala, David Lee, James Michael McAdoo, Klay Thompson, Stephen Curry","GSW",0,0,492,0
"Andre Iguodala, David Lee, James Michael McAdoo, Leandro Barbosa, Shaun Livingston","GSW",0,0,493,0
"Andre Iguodala, David Lee, James Michael McAdoo, Shaun Livingston, Stephen Curry","GSW",0,0,494,0
"Andre Iguodala, Draymond Green, Festus Ezeli, Harrison Barnes, Shaun Livingston","GSW",0,0,495,0
"Andre Iguodala, Draymond Green, Festus Ezeli, Harrison Barnes, Stephen Curry","GSW",0,204,496,3
"Andre Iguodala, Draymond Green, Festus Ezeli, Justin Holiday, Leandro Barbosa","GSW",0,0,497,0
"Andre Iguodala, Draymond Green, Festus Ezeli, Justin Holiday, Stephen Curry","GSW",0,0,498,0
"Andre Iguodala, Draymond Green, Harrison Barnes, Klay Thompson, Leandro Barbosa","GSW",0,0,499,0
"Andre Iguodala, Draymond Green, Leandro Barbosa, Marreese Speights, Stephen Curry","GSW",0,141,500,2
"Andre Iguodala, Festus Ezeli, Harrison Barnes, Klay Thompson, Stephen Curry","GSW",0,351,501,5
"Andre Iguodala, Harrison Barnes, Justin Holiday, Leandro Barbosa, Shaun Livingston","GSW",0,0,502,0
"Andre Iguodala, Harrison Barnes, Leandro Barbosa, Shaun Livingston, Stephen Curry","GSW",0,0,503,0
"Andrew Bogut, David Lee, Klay Thompson, Shaun Livingston, Stephen Curry","GSW",0,0,504,0
