Rk,Lineup,Lineup_2,Lineup_3,Lineup_4,Lineup_5,Tm,Season,G,MP,TM,OPP,Pace,FG,FGA,FG%,3P,3PA,3P%,EFG%,FT,FTA,FT%,PTS%
3358,T. Daniels,Z. LaVine,A. Wiggins,M. Williams,T. Young,MIN,2014-15,1,0.3,1,1,169.4,1,0,1,1,0,1,1.5,0,0,3,3
3359,L. Datome,K. Olynyk,M. Smart,J. Sullinger,J. Young,BOS,2014-15,1,2.2,4,4,88.6,1,-2,0.467,0,-2,0.467,0.467,1,0,0.5,3
3360,L. Datome,M. Smart,J. Sullinger,E. Turner,T. Zeller,BOS,2014-15,1,2.4,5,4,90.6,1,-2,0.314,0,1,0.314,0.314,1,3,3,3
3361,B. Davies,C. Johnson,L. Mbah a Moute,J. Sampson,A. Shved,PHI,2014-15,1,2.2,4,3,77.5,1,1,0,1,1,0.167,0.167,0,0,3,3
3362,B. Davies,C. Johnson,K. McDaniels,J. Sampson,A. Shved,PHI,2014-15,1,5.1,12,12,112.2,1,1,0.056,1,1,0.333,0.111,0,2,-0.333,3
3363,B. Davies,C. Johnson,K. McDaniels,A. Shved,H. Thompson,PHI,2014-15,2,5.4,11,10,93.3,0,-2,0.1,2,2,0.25,0.238,1,0,0.5,3
3364,B. Davies,L. Mbah a Moute,K. McDaniels,A. Shved,M. Thomas,PHI,2014-15,1,1,4,3,162.6,1,1,0.167,1,2,0.333,0.333,0,0,3,3
3365,E. Davis,W. Ellington,X. Henry,R. Price,R. Sacre,LAL,2014-15,3,14.7,26,28,88.2,1,-3,0.105,-1,-5,-0.125,0.085,2,6,-0.364,3
3366,G. Davis,J. Hamilton,A. Rivers,N. Robinson,C. Wilcox,LAC,2014-15,1,2.9,5,5,82.8,0,-4,0.667,2,2,1.167,1.167,1,0,0.5,3
3367,D. Dedmon,E. Fournier,A. Gordon,M. Harkless,V. Oladipo,ORL,2014-15,1,2.4,4,4,78.9,1,1,0.1,1,1,0.2,0.2,0,0,3,3
3368,D. Dedmon,E. Fournier,B. Gordon,W. Green,T. Harris,ORL,2014-15,1,1,2,1,73.2,1,1,0,0,0,1,1,1,2,3,3
3369,D. Dedmon,E. Fournier,B. Gordon,T. Harris,E. Payton,ORL,2014-15,2,1.3,3,3,113.7,1,-2,1,0,0,1,1,1,1,3,3
3370,D. Dedmon,E. Fournier,B. Gordon,K. O'Quinn,E. Payton,ORL,2014-15,1,2.8,5,4,76.7,2,4,0.333,2,2,0.667,0.5,-3,-2,-0.5,3
3371,D. Dedmon,E. Fournier,W. Green,A. Nicholson,E. Payton,ORL,2014-15,1,0.4,1,1,115.2,1,0,1,0,-1,1,1,1,2,3,3
3372,D. Dedmon,E. Fournier,T. Harris,V. Oladipo,K. O'Quinn,ORL,2014-15,3,2.8,6,4,86.2,1,1,0.1,1,2,0.333,0.183,0,0,0,3
3373,D. Dedmon,A. Gordon,B. Gordon,T. Harris,L. Ridnour,ORL,2014-15,3,9.6,18,19,92.5,2,-1,0.147,1,-1,0.5,0.178,-2,-6,0.167,3
3374,D. Dedmon,A. Gordon,M. Harkless,T. Harris,L. Ridnour,ORL,2014-15,2,3.5,7,8,104.3,1,0,0.2,1,0,1,0.3,0,0,3,3
3375,D. Dedmon,B. Gordon,W. Green,K. O'Quinn,L. Ridnour,ORL,2014-15,1,1.9,4,4,103.8,1,0,0.333,0,-1,0.333,0.333,1,0,0.5,3
3376,D. Dedmon,B. Gordon,M. Harkless,T. Harris,L. Ridnour,ORL,2014-15,1,2.2,5,5,109.1,1,-2,0.467,0,-1,0.467,0.467,1,2,3,3
3377,D. Dedmon,W. Green,M. Harkless,A. Nicholson,E. Payton,ORL,2014-15,1,6.8,12,11,81.8,2,5,-0.017,-1,-2,0,-0.077,0,0,3,3
3378,D. Dedmon,W. Green,M. Harkless,A. Nicholson,L. Ridnour,ORL,2014-15,3,14.8,28,27,89.5,2,8,-0.057,-2,-5,-0.042,-0.114,1,4,-0.6,3
3379,M. Dellavedova,J. Harris,J. Jones,M. Miller,T. Thompson,CLE,2014-15,3,6.2,13,12,96.8,2,0,0.2,1,3,-0.167,0.25,-2,-2,3,3
3380,M. Dellavedova,K. Irving,J. Jones,S. Marion,T. Thompson,CLE,2014-15,2,5.2,9,9,83.6,3,3,0.278,1,1,0.25,0.333,-4,-3,-0.5,3
3381,M. Dellavedova,K. Irving,S. Marion,T. Thompson,A. Varejao,CLE,2014-15,3,4.9,9,8,84.1,0,3,-0.17,1,2,0.333,-0.125,2,2,3,3
3382,M. Dellavedova,K. Irving,T. Mozgov,I. Shumpert,J. Smith,CLE,2014-15,3,1.8,5,6,146.7,1,1,0.167,1,1,0.167,0.25,0,0,0,3
3383,M. Dellavedova,L. James,J. Jones,S. Marion,T. Mozgov,CLE,2014-15,1,2,3,3,73.2,1,0,0.333,1,1,0.5,0.5,0,0,3,3
3384,M. Dellavedova,L. James,J. Jones,K. Perkins,I. Shumpert,CLE,2014-15,2,4.8,11,11,110.8,2,6,-0.083,0,4,-0.8,-0.125,-1,-5,0.667,3
3385,M. Dellavedova,L. James,M. Miller,T. Thompson,A. Varejao,CLE,2014-15,1,2.8,4,3,59.3,1,4,-0.238,1,1,-0.167,-0.167,0,0,3,3
3386,M. Dellavedova,M. Miller,T. Mozgov,I. Shumpert,T. Thompson,CLE,2014-15,2,1.7,4,4,111.8,1,0,0.25,1,1,0.5,0.375,0,-2,3,3
3387,D. DeRozan,T. Hansbrough,A. Johnson,G. Vázquez,L. Williams,TOR,2014-15,3,2.6,4,6,92.9,3,1,0.75,1,1,0.875,0.875,-4,-4,3,3
3388,D. DeRozan,J. Johnson,J. Valan?i?nas,G. Vázquez,L. Williams,TOR,2014-15,2,5.4,12,12,107.3,1,0,0.1,3,4,0.25,0.25,-2,-3,0.25,3
3389,D. DeRozan,K. Lowry,P. Patterson,G. Vázquez,L. Williams,TOR,2014-15,1,0.2,1,1,205.7,1,0,1,1,1,1.5,1.5,0,0,3,3
3390,G. Dieng,R. Hummel,Z. LaVine,A. Wiggins,T. Young,MIN,2014-15,3,3.3,6,7,93.6,0,-1,0.067,2,0,1,0.267,1,0,0.5,3
3391,G. Dieng,S. Muhammad,R. Rubio,M. Williams,T. Young,MIN,2014-15,1,5.5,11,11,96.9,0,0,0,2,1,0.667,0.111,1,2,3,3
3392,G. Dieng,R. Rubio,A. Wiggins,M. Williams,T. Young,MIN,2014-15,2,3.1,6,7,99.6,2,0,0.4,1,0,1,0.5,-2,-3,0.2,3
3393,G. Dragi?,M. Plumlee,I. Thomas,P. Tucker,B. Wright,PHO,2014-15,1,0.5,2,1,139.4,1,1,0.5,0,1,0.5,0.5,1,1,3,3
3394,Z. DragiÄ‡,A. Goodwin,S. Randolph,I. Thomas,A. Tolliver,PHO,2014-15,1,2,4,3,86.2,0,-1,0,0,0,0,0,3,4,-0.167,3
3395,J. Dudley,J. Henson,E. Ilyasova,K. Marshall,N. Wolters,MIL,2014-15,1,11.8,21,21,85.8,-1,-2,0,-1,0,-0.2,-0.019,5,6,0.625,3
3396,J. Dudley,K. Marshall,K. Middleton,L. Sanders,N. Wolters,MIL,2014-15,1,3.6,6,7,86.3,2,2,0.267,1,1,0.367,0.367,-2,-2,3,3
3397,T. Duncan,M. Ginóbili,D. Green,C. Joseph,T. Parker,SAS,2014-15,1,0.7,2,3,184.6,1,0,1,0,-1,1,1,1,2,3,3
3398,T. Duncan,M. Ginóbili,C. Joseph,T. Parker,T. Splitter,SAS,2014-15,1,0.6,1,0,40,1,1,1,1,1,0,0,0,0,3,3
3399,T. Duncan,D. Green,C. Joseph,T. Parker,T. Splitter,SAS,2014-15,2,8.1,16,16,94.8,5,0,0.385,0,-2,0.25,0.385,-7,-9,3,3
3400,K. Durant,S. Ibaka,R. Jackson,A. Morrow,K. Perkins,OKC,2014-15,2,3.4,6,6,85.5,1,0,0.167,1,0,0.333,0.25,0,0,3,3
3401,A. Bargnani,L. Galloway,S. Larkin,R. Ledo,L. Thomas,NYK,2014-15,2,1.5,3,5,128,1,-2,0.75,0,-1,0.75,0.75,1,0,0.5,3
3402,H. Barnes,S. Curry,S. Livingston,J. McAdoo,K. Thompson,GSW,2014-15,2,6.9,13,11,83.5,0,1,-0.033,1,2,0,0,2,2,3,3
3403,D. Lee,S. Livingston,B. Rush,M. Speights,K. Thompson,GSW,2014-15,1,3.8,7,7,88.4,3,3,0.3,1,3,0.363,0.363,-4,-5,3,3
3404,A. Afflalo,N. Batum,S. Blake,R. Lopez,D. Wright,POR,2014-15,1,1.7,4,3,96.9,1,-1,0.667,1,-1,1,0.917,0,0,3,3
3405,T. Burke,J. Evans,G. Hayward,J. Ingles,C. Johnson,UTA,2014-15,1,1.5,3,3,96,2,3,0.5,0,1,0.5,0.5,-1,0,-0.5,3
3406,J. Brown,J. Clarkson,J. Hill,R. Kelly,R. Sacre,LAL,2014-15,1,9.1,18,19,97.6,1,2,0.004,1,-3,0.5,0.033,0,-1,0.2,3
3407,J. Anthony,K. Caldwell-Pope,S. Dinwiddie,T. Prince,S. Williams,DET,2014-15,1,1.6,4,4,122.6,0,1,-0.083,0,-1,-0.083,-0.083,3,3,3,3
3408,M. Conley,J. Green,K. Koufos,Z. Randolph,B. Udrih,MEM,2014-15,2,3.6,6,7,87.5,1,1,0.095,1,1,0.5,0.167,0,0,3,3
3409,B. Biyombo,P. Hairston,G. Henderson,J. Maxiell,M. Williams,CHO,2014-15,3,16.5,31,32,91.5,3,2,0.067,0,0,0,0.064,-3,-4,-0.067,3
3410,N. Noel,G. Robinson,H. Sims,I. Smith,H. Thompson,PHI,2014-15,1,2.3,5,4,95.3,1,0,0.25,0,-2,0,0.25,1,2,3,3
3411,L. Allen,G. Hill,D. Rudez,L. Scola,C. Watson,IND,2014-15,2,1.1,2,1,67.5,1,2,1,1,1,0,0,0,0,3,3
3412,G. Hill,S. Hill,D. Rudez,C. Watson,D. West,IND,2014-15,1,0.3,3,2,480,2,3,2,2,3,-3,-3,-3,-4,3,3
3413,A. Bogut,S. Curry,S. Livingston,M. Speights,K. Thompson,GSW,2014-15,1,1.7,6,4,145.5,-1,-2,0.067,1,1,0.233,0.233,4,6,3,3
3414,R. Anderson,N. Cole,D. Cunningham,A. Davis,T. Evans,NOP,2014-15,4,5.7,10,11,88.9,0,-3,0.214,1,1,0.286,0.286,2,1,0.233,3
3415,M. Chalmers,J. Ennis,T. Johnson,H. Walker,H. Whiteside,MIA,2014-15,1,2.2,5,5,110.8,1,0,0.333,-1,-1,0.167,0.167,2,0,1,3
3416,E. Bledsoe,R. Bullock,G. Green,M. Morris,P. Tucker,PHO,2014-15,1,3.8,7,7,87.7,1,1,0.089,0,-1,0,0.089,1,1,0.167,3
3417,R. Bullock,A. Goodwin,G. Green,M. Morris,M. Morris,PHO,2014-15,1,2.2,6,5,121.8,1,2,0.083,0,2,0.083,0.083,1,2,-0.333,3
3418,J. Crowder,L. Datome,J. Jerebko,I. Thomas,T. Zeller,BOS,2014-15,1,2.9,6,6,99.3,1,-1,0.5,1,-1,1,0.667,0,0,3,3
3419,V. Carter,M. Conley,M. Gasol,J. Green,K. Koufos,MEM,2014-15,1,4.7,9,9,91.9,-1,-6,0.236,-1,-1,-0.167,0.245,6,6,0.375,3
3420,A. Ajinça,R. Anderson,N. Cole,A. Davis,T. Douglas,NOP,2014-15,1,3,6,7,102.9,2,-1,0.467,1,0,0.5,0.583,-2,-3,3,3
3421,R. Anderson,A. Ajinça,N. Cole,A. Davis,T. Evans,NOP,2014-15,1,0.5,1,1,106.7,1,1,1,1,1,0,0,0,-2,3,3
3422,P. Anti?,D. Carroll,K. Korver,M. Muscala,J. Teague,ATL,2014-15,1,0.8,1,2,86.4,1,0,1,1,0,1,1.5,0,0,3,3
3423,B. Bogdanovi?,M. Brown,E. Clark,M. Plumlee,D. Williams,BRK,2014-15,1,0.8,2,2,122.6,1,0,0.5,1,1,0.75,0.75,0,0,3,3
3424,M. Brown,E. Clark,C. Jefferson,J. Jordan,D. Morris,BRK,2014-15,3,13.4,28,26,96.7,0,3,-0.048,-1,-4,0.042,-0.08,4,3,0.222,3
3425,B. Biyombo,P. Hairston,J. Taylor,N. Vonleh,M. Williams,CHO,2014-15,1,3,6,6,96.5,1,1,0.133,-1,0,-0.5,0.033,2,2,3,3
3426,G. Henderson,J. Maxiell,L. Stephenson,M. Williams,M. Williams,CHO,2014-15,2,2.1,5,5,113.4,0,-1,0.083,-1,-2,-0.042,-0.042,4,3,0.5,3
3427,B. Griffin,L. Hudson,J. Redick,A. Rivers,H. Turkoglu,LAC,2014-15,1,1.1,3,2,105.9,0,0,0,1,1,0.5,0.5,2,4,-0.4,3
3428,A. Goodwin,J. McNeal,M. Morris,P. Tucker,B. Wright,PHO,2014-15,1,2.4,5,4,88.8,-1,-3,-0.25,0,-1,-0.25,-0.25,5,6,3,3
3429,A. Bradley,K. Olynyk,I. Thomas,E. Turner,T. Zeller,BOS,2014-15,1,3.3,7,7,102.3,3,4,0.125,0,1,-0.167,0.063,-3,-4,0.167,3
3430,J. Butler,M. Dunleavy,N. Mirotic,E. Moore,J. Noah,CHI,2014-15,1,3.5,7,6,89.1,0,2,-0.171,2,3,0.5,-0.029,1,2,3,3
3431,T. Booker,J. Cooley,D. Exum,C. Johnson,E. Millsap,UTA,2014-15,1,0.2,1,0,144,1,1,0,0,0,1,1,1,1,3,3
3432,B. Bogdanovi?,E. Clark,J. Jack,D. Morris,M. Plumlee,BRK,2014-15,1,0.5,2,1,135,1,0,1,1,0,1,1.5,0,0,3,3
3433,E. Barron,R. Bullock,A. Goodwin,G. Green,B. Wright,PHO,2014-15,1,2.6,4,5,82,1,-2,0.25,0,-5,0,0.25,1,1,3,3
3434,J. Adams,N. Calathes,J. Green,J. Leuer,J. Stokes,MEM,2014-15,1,5.5,11,12,100.7,2,-1,0.267,1,1,0.333,0.322,-2,-2,-0.25,3
3435,Q. Acy,C. Aldrich,L. Galloway,T. Hardaway,S. Larkin,NYK,2014-15,1,3.2,8,7,113.7,0,2,-0.083,0,-2,0,-0.083,3,2,0.5,3
3436,K. Anderson,D. Green,P. Mills,J. Ayres,R. Williams,SAS,2014-15,1,1.2,2,2,81.1,1,0,0.5,1,1,0.75,0.75,0,0,3,3
3437,T. Booker,T. Burke,D. Favors,J. Ingles,C. Johnson,UTA,2014-15,1,3.2,5,5,76.2,1,-1,0.35,0,1,-0.5,0.375,1,2,3,3
3438,M. Beasley,M. Chalmers,G. Dragi?,J. Ennis,H. Whiteside,MIA,2014-15,1,1.7,3,4,99.8,2,-1,0.667,1,0,1,0.833,-2,-4,3,3
3439,B. Beal,N. HilÃ¡rio,K. Humphries,P. Pierce,R. Sessions,WAS,2014-15,1,1.5,4,4,128,1,1,0.167,0,0,0.167,0.167,1,1,3,3
3440,J. Jack,C. Jefferson,J. Johnson,M. Plumlee,D. Williams,BRK,2014-15,1,2.3,4,5,93.2,2,4,0.4,0,0,0.4,0.4,-1,0,-0.5,3
3441,P. George,G. Hill,S. Hill,R. Stuckey,D. West,IND,2014-15,1,0.5,1,1,96,1,0,1,1,1,1.5,1.5,0,0,3,3
3442,J. Brown,D. Buycks,W. Johnson,R. Kelly,R. Sacre,LAL,2014-15,1,1.9,4,4,101.9,2,1,0.417,1,0,1,0.542,-2,-2,3,3
3443,L. Brown,R. Hummel,K. Martin,A. Payne,A. Wiggins,MIN,2014-15,1,1.5,2,3,78.3,1,0,0.5,0,-1,0.5,0.5,1,0,0.5,3
3444,D. Buycks,J. Clarkson,E. Davis,W. Johnson,R. Kelly,LAL,2014-15,2,6.3,12,11,87.2,2,5,-0.038,1,0,0.5,0,-2,-4,0.333,3
3445,D. Augustin,N. Collison,A. Morrow,K. Singler,D. Waiters,OKC,2014-15,1,4.1,8,8,93.7,0,2,-0.127,0,0,0,-0.143,3,2,0.5,3
3446,D. Augustin,N. Collison,A. Morrow,K. Singler,R. Westbrook,OKC,2014-15,1,0.7,2,1,100.5,1,2,1,1,2,0,0,0,0,3,3
3447,S. Bhullar,R. Hollins,R. McCallum,B. McLemore,N. Stauskas,SAC,2014-15,1,1.1,2,2,91.4,1,0,0.5,0,0,0.5,0.5,1,1,3,3
3448,R. McCallum,A. Miller,N. Stauskas,J. Thompson,D. Williams,SAC,2014-15,2,4.2,10,10,115.2,0,-1,0.056,-1,-2,-0.333,0.006,4,6,-0.286,3
3449,D. DeRozan,K. Lowry,P. Patterson,G. Vázquez,L. Williams,TOR,2014-15,1,0.2,1,1,205.7,1,0,1,1,1,1.5,1.5,0,0,3,3
3450,F. Aldemir,R. Covington,J. Grant,G. Robinson,H. Thompson,PHI,2014-15,1,0.6,1,0,43.6,0,0,0,0,0,3,3,3,3,3,3
3451,R. Covington,J. Grant,G. Robinson,H. Sims,H. Thompson,PHI,2014-15,1,1.9,4,4,103.8,1,-1,0.5,-1,-3,0.375,0.375,2,2,3,3
3452,R. Covington,G. Robinson,T. Robinson,J. Sampson,H. Thompson,PHI,2014-15,1,0.1,1,0,180,1,1,0,0,0,1,1,1,1,3,3
3453,R. Covington,G. Robinson,J. Sampson,H. Sims,H. Thompson,PHI,2014-15,2,5.1,10,11,98.2,0,0,0,-1,0,-0.333,-0.071,4,4,3,3
3454,J. Adams,N. Calathes,J. Green,K. Koufos,Z. Randolph,MEM,2014-15,2,5.3,9,10,85.5,1,3,-0.029,0,-2,0.667,-0.05,1,-2,0.5,3
3455,L. Deng,Z. DragiÄ‡,T. Johnson,D. Wade,H. Whiteside,MIA,2014-15,1,0.1,1,0,180,1,1,1,1,1,0,0,0,0,3,3
3456,N. Batum,S. Blake,A. Crabbe,R. Lopez,C. McCollum,POR,2014-15,1,7.5,14,14,89.8,1,2,0.012,0,1,0,0.012,1,2,3,3
3457,N. Batum,A. Crabbe,D. Lillard,R. Lopez,C. McCollum,POR,2014-15,1,4.9,9,9,88.2,4,6,0.25,0,2,0,0.25,-5,-8,3,3
3458,P. George,G. Hill,I. Mahinmi,C. Miles,R. Stuckey,IND,2014-15,1,0.1,1,0,180,1,1,1,1,1,0,0,0,0,3,3
3459,J. Brown,D. Buycks,J. Clarkson,R. Kelly,R. Sacre,LAL,2014-15,1,6,12,12,95.5,-2,-3,-0.056,2,5,0.333,0.056,5,6,3,3
3460,E. Barron,G. Green,J. McNeal,M. Morris,T. Warren,PHO,2014-15,1,2.4,6,5,110,2,4,0.286,0,-1,0,0.286,-1,-2,3,3
3461,A. Baynes,M. Belinelli,M. Ginóbili,D. Green,C. Joseph,SAS,2014-15,1,2.8,6,6,104.1,0,-1,0.1,1,3,0.225,0.225,2,2,0.25,3
3462,J. Adams,N. Calathes,V. Carter,M. Gasol,J. Green,MEM,2014-15,1,3.1,6,5,84.3,2,5,-0.071,-1,0,-1,-0.321,0,0,0,3
3463,W. Barton,W. Chandler,K. Faried,E. Green,J. Hickson,DEN,2014-15,1,2.9,5,5,81.8,0,1,-0.1,0,-1,-0.1,-0.1,3,5,3,3
3464,L. Brown,C. Budinger,R. Hummel,Z. LaVine,A. Onuaku,MIN,2014-15,1,1.8,3,4,95.1,1,0,0.333,0,-1,0.333,0.333,1,0,0.5,3
3465,R. Hollins,R. McCallum,B. McLemore,A. Miller,D. Williams,SAC,2014-15,1,1.1,2,2,86,1,0,0.5,1,1,0.75,0.75,0,0,3,3
3466,A. Aminu,R. Felton,D. Powell,R. Rondo,A. Stoudemire,DAL,2014-15,1,1.7,5,4,125.8,0,0,0,0,1,0,0,3,4,3,3
3467,T. Booker,B. Cotton,J. Evans,J. Ingles,C. Johnson,UTA,2014-15,1,0.7,2,2,144,1,-1,1,1,1,1.5,1.5,0,0,3,3
3468,B. Cotton,R. Gobert,G. Jerrett,C. Johnson,E. Millsap,UTA,2014-15,1,0.5,1,0,46.5,1,1,1,1,1,0,0,0,0,3,3
3469,R. Butler,W. Bynum,O. Porter,K. Séraphin,R. Sessions,WAS,2014-15,1,0.3,1,0,84.7,1,1,1,1,1,0,0,0,0,3,3
3470,L. Aldridge,S. Blake,A. Crabbe,T. Frazier,J. Freeland,POR,2014-15,1,3.1,7,6,99.6,2,4,-0.133,0,0,0,-0.178,-1,-1,3,3
3471,L. Aldridge,A. Crabbe,T. Frazier,J. Freeland,D. Lillard,POR,2014-15,1,5.4,11,11,97.8,2,5,0.03,1,0,0.5,0.076,-2,-2,-0.25,3
3472,S. Blake,T. Frazier,J. Freeland,A. Gee,M. Leonard,POR,2014-15,1,2.1,4,4,91.4,1,-2,0.75,1,0,1,1,0,0,3,3
3473,L. Barbosa,J. Holiday,J. McAdoo,B. Rush,M. Speights,GSW,2014-15,1,2.2,5,5,110.8,1,0,0.25,1,2,0.375,0.375,0,0,3,3
3474,T. Burke,J. Cooley,B. Cotton,C. Johnson,E. Millsap,UTA,2014-15,1,3.5,8,8,110.8,0,-2,0.167,1,-1,1,0.25,2,5,3,3
3475,R. Hollins,C. Landry,R. McCallum,B. McLemore,D. Williams,SAC,2014-15,1,2.7,5,4,79,1,-1,0.35,-1,-2,0.25,0.25,2,2,3,3
3476,B. Bass,P. Pressey,M. Smart,J. Sullinger,G. Wallace,BOS,2014-15,1,0.7,1,2,100.5,1,0,1,1,1,1.5,1.5,0,0,3,3
3477,L. Datome,K. Olynyk,M. Smart,J. Sullinger,J. Young,BOS,2014-15,1,2.2,4,4,88.6,1,-2,0.467,0,-2,0.467,0.467,1,0,0.5,3
3478,L. Datome,M. Smart,J. Sullinger,E. Turner,T. Zeller,BOS,2014-15,1,2.4,5,4,90.6,1,-2,0.314,0,1,0.314,0.314,1,3,3,3
3479,J. Jerebko,K. Olynyk,P. Pressey,J. Sullinger,J. Young,BOS,2014-15,1,2.9,6,6,98.7,1,4,-0.238,1,3,-0.167,-0.167,0,-2,3,3
3480,K. Olynyk,M. Smart,J. Sullinger,G. Wallace,J. Young,BOS,2014-15,1,2.3,5,5,105.9,1,1,0,1,1,0.167,0.167,0,0,0,3
3481,K. Anderson,M. Belinelli,C. Joseph,P. Mills,J. Ayres,SAS,2014-15,1,0.3,2,2,303.2,2,2,1,1,1,-2,-2,-2,-2,3,3
3482,T. Ariza,J. Harden,T. Jones,K. Papanikolaou,J. Terry,HOU,2014-15,1,0.1,1,0,288,1,2,0,0,0,0,0,0,0,2,2
3483,P. Beverley,T. Black,J. Harden,K. Papanikolaou,J. Terry,HOU,2014-15,2,4.3,10,11,118.1,-1,-2,-0.042,0,2,0,-0.042,4,6,-0.25,2
3484,C. Boozer,K. Bryant,J. Hill,J. Lin,R. Price,LAL,2014-15,3,5.4,12,12,106,1,1,0.067,0,0,0,0.061,0,1,-0.333,2
3485,A. Gordon,B. Gordon,T. Harris,K. O'Quinn,L. Ridnour,ORL,2014-15,2,3,6,6,97.1,2,-1,0.357,-1,-2,-0.333,0.286,-1,-2,2,2
3486,A. Aminu,J. Crowder,D. Harris,D. Nowitzki,B. Wright,DAL,2014-15,2,7.1,14,14,94.2,2,3,0.015,-1,1,-0.5,-0.035,-1,-1,0,2
3487,G. Antetokounmpo,J. Bayless,O. Mayo,K. Middleton,L. Sanders,MIL,2014-15,2,2.1,4,5,101.3,0,-3,0.3,0,-1,0.167,0.45,2,2,2,2
3488,A. Afflalo,W. Chandler,R. Foye,A. Gee,J. McGee,DEN,2014-15,1,2.7,5,5,88.3,-1,0,-0.25,2,3,0,0,2,2,2,2
3489,J. Anthony,D. Augustin,C. Butler,S. Dinwiddie,J. Smith,DET,2014-15,1,1.8,3,3,79.3,1,1,0.333,0,0,0,0.333,0,0,2,2
3490,D. Augustin,C. Butler,K. Caldwell-Pope,A. Drummond,J. Jerebko,DET,2014-15,6,12.3,23,22,88.2,3,2,0.095,-3,-2,-0.292,0.016,-1,-1,0,2
3491,B. Davies,C. Johnson,K. McDaniels,N. Noel,T. Wroten,PHI,2014-15,1,2.3,4,5,96,1,-1,0.667,0,0,0.667,0.667,0,-2,0.5,2
3492,R. Hibbert,S. Hill,C. Miles,D. Sloan,R. Stuckey,IND,2014-15,1,2.4,3,4,70.5,1,-2,0.333,0,0,0,0.333,0,-2,0.5,2
3493,C. Brewer,C. Budinger,N. Pekovic,M. Williams,T. Young,MIN,2014-15,1,0.7,2,1,100.5,1,1,0.5,0,0,0.5,0.5,0,0,2,2
3494,C. Brewer,G. Dieng,R. Rubio,M. Williams,T. Young,MIN,2014-15,3,3,6,6,96,2,5,0.042,-1,-1,-0.5,-0.125,-1,0,-0.5,2
3495,V. Carter,M. Conley,J. Leuer,Q. Pondexter,Z. Randolph,MEM,2014-15,1,1.9,4,3,86.9,1,0,0.333,0,-1,0.333,0.333,0,0,2,2
3496,D. Gooden,M. Gortat,P. Pierce,G. Temple,J. Wall,WAS,2014-15,9,45.2,91,94,98.3,-2,-13,0.052,-3,-10,-0.008,0.04,9,13,-0.079,2
3497,Q. Acy,C. Aldrich,C. Early,I. Shumpert,T. Wear,NYK,2014-15,1,0.6,1,0,41.1,1,1,0,0,0,0,0,0,0,2,2
3498,Q. Acy,C. Aldrich,I. Shumpert,J. Smith,T. Wear,NYK,2014-15,1,2.7,7,6,114.1,3,6,0.375,0,-2,0.375,0.375,-4,-4,2,2
3499,C. Anthony,S. Dalembert,P. Prigioni,J. Smith,A. Stoudemire,NYK,2014-15,3,4.3,10,11,116.8,0,-5,0.556,0,-2,0.556,0.556,2,1,0.417,2
3500,E. Bledsoe,A. Len,M. Morris,S. Randolph,I. Thomas,PHO,2014-15,1,1.3,1,2,56.8,0,-1,0.167,1,1,0.417,0.417,1,1,2,2
3501,C. Bosh,N. Cole,D. Granger,D. Wade,H. Whiteside,MIA,2014-15,7,18.2,37,35,95,-2,-4,-0.006,-3,-5,-0.2,-0.047,9,9,0.5,2
3502,K. Bryant,W. Ellington,J. Hill,J. Lin,R. Price,LAL,2014-15,1,0.8,1,1,58.8,0,0,0,0,1,0,0,2,2,2,2
3503,M. Chalmers,N. Cole,L. Deng,J. Hamilton,D. Wade,MIA,2014-15,1,1.8,3,4,94.2,1,-4,0.5,0,-2,0,0.5,0,0,2,2
3504,N. Cole,L. Deng,J. Ennis,U. Haslem,D. Wade,MIA,2014-15,1,1.3,2,3,92.3,1,2,-0.333,0,0,-0.333,-0.333,0,0,2,2
3505,W. Ellington,J. Hill,W. Johnson,J. Lin,R. Sacre,LAL,2014-15,4,6.6,13,11,87.3,0,1,-0.036,1,-1,0.25,0.009,1,2,-0.25,2
3506,K. Faried,R. Foye,D. Gallinari,A. Gee,E. Green,DEN,2014-15,1,0.6,2,1,120,0,-1,0,0,0,2,2,2,2,2,2
3507,P. George,R. Hibbert,G. Hill,S. Hill,D. West,IND,2014-15,1,2.7,6,5,99.6,-1,-2,0,1,2,0.25,0.25,3,4,2,2
3508,Q. Acy,L. Amundson,L. Galloway,A. Shved,L. Thomas,NYK,2014-15,1,1.5,3,3,93.9,1,1,0.167,1,0,1,0.333,-1,-2,2,2
3509,Q. Acy,C. Anthony,J. Calderón,P. Prigioni,J. Smith,NYK,2014-15,3,5.9,11,12,93,2,3,0.045,1,4,0.091,0.091,-3,-6,0.429,2
3510,Q. Acy,C. Anthony,S. Dalembert,T. Hardaway,P. Prigioni,NYK,2014-15,1,1.7,4,5,128.3,2,4,0.4,1,1,0.5,0.5,-3,-4,2,2
3511,Q. Acy,C. Anthony,S. Larkin,P. Prigioni,A. Stoudemire,NYK,2014-15,1,2.1,5,4,101.3,0,-1,0.083,0,-2,0.083,0.083,2,2,2,2
3512,Q. Acy,C. Anthony,P. Prigioni,I. Shumpert,J. Smith,NYK,2014-15,1,0.8,1,0,32,1,0,1,0,0,1,1,0,0,2,2
3513,Q. Acy,A. Bargnani,C. Early,S. Larkin,A. Shved,NYK,2014-15,1,0.1,1,1,576,0,0,0,0,0,0,0,2,2,2,2
