"namePlayer","idGame","slugTeam","totalPlusMinus","totalSecs"
"Dion Waiters","21400133","CLE",45,1614
"Harrison Barnes","21400861","GSW",45,1785
"Chris Paul","21400534","LAC",44,1874
"Klay Thompson","21400861","GSW",44,1693
"Draymond Green","21400861","GSW",43,1669
"Timofey Mozgov","21400809","CLE",42,1736
"Damian Lillard","21400183","POR",40,1566
"Jrue Holiday","21400128","NOP",40,1660
"Rajon Rondo","21400279","BOS",40,1889
"Darren Collison","21400067","SAC",39,1894
"Tyler Zeller","21400279","BOS",39,1868
"Klay Thompson","21400145","GSW",38,1753
"Klay Thompson","21400651","GSW",38,1969
"Tristan Thompson","21400133","CLE",38,1446
"Ben McLemore","21400067","SAC",37,2146
"Boris Diaw","21401113","SAS",37,1420
"D.J. Augustin","21400727","DET",37,2118
"DeAndre Jordan","21400534","LAC",37,1818
"Jamal Crawford","21400820","LAC",37,1240
"Lou Williams","21400186","TOR",37,1766
"Rodney Stuckey","21400946","IND",37,1835
"Wilson Chandler","21401169","DEN",37,1651
"Blake Griffin","21400534","LAC",36,1852
"DeMar DeRozan","21400175","TOR",36,1716
"Enes Kanter","21400826","OKC",36,1582
"Harrison Barnes","21400275","GSW",36,2423
"Jason Thompson","21400669","SAC",36,1682
"Kemba Walker","21400549","CHA",36,1704
"Marcus Morris Sr.","21400013","PHX",36,1747
"Matt Barnes","21400534","LAC",36,1800
"Andre Drummond","21400727","DET",35,2021
"Blake Griffin","21400640","LAC",35,1493
"Chris Copeland","21400448","IND",35,2030
"Chris Paul","21401061","LAC",35,1703
"DeAndre Jordan","21401061","LAC",35,1709
"Draymond Green","21400145","GSW",35,1440
"Draymond Green","21400981","GSW",35,1513
"Dwight Howard","21400346","HOU",35,1777
"Dwight Howard","21400497","HOU",35,1587
"Isaiah Thomas","21401164","BOS",35,1787
"LeBron James","21400891","CLE",35,1535
"Marcus Smart","21401194","BOS",35,1976
"Mason Plumlee","21400341","BKN",35,2302
"Robin Lopez","21401136","POR",35,1508
"Anthony Davis","21400128","NOP",34,1642
"Giannis Antetokounmpo","21401180","MIL",34,1877
"LaMarcus Aldridge","21400394","POR",34,1741
"Luc Mbah a Moute","21400682","PHI",34,1887
"Michael Carter-Williams","21400682","PHI",34,2101
"Michael Carter-Williams","21401180","MIL",34,1877
"Michael Kidd-Gilchrist","21400549","CHA",34,1523
"Nerlens Noel","21400682","PHI",34,1740
"Nikola Pekovic","21400060","MIN",34,1923
"Robin Lopez","21400183","POR",34,1406
"Rodney Hood","21400997","UTA",34,1304
"Terrence Ross","21400175","TOR",34,1425
"Bradley Beal","21400264","WAS",33,2235
"Chris Paul","21400198","LAC",33,2308
"Chris Paul","21400239","LAC",33,2032
"Danny Green","21400152","SAS",33,1696
"DeAndre Jordan","21400640","LAC",33,1536
"Dirk Nowitzki","21400120","DAL",33,1209
"Dwight Howard","21400069","HOU",33,1958
"Eric Gordon","21400128","NOP",33,1231
"JJ Redick","21400534","LAC",33,1609
"JJ Redick","21401061","LAC",33,1318
"JR Smith","21400643","CLE",33,1728
"Kevin Love","21400643","CLE",33,1799
"Khris Middleton","21400653","MIL",33,1708
"Michael Kidd-Gilchrist","21400899","CHA",33,2032
"Russell Westbrook","21400826","OKC",33,1643
"Shawn Marion","21400238","CLE",33,1894
"Stephen Curry","21400861","GSW",33,1501
"Tyreke Evans","21400128","NOP",33,1587
"Wesley Matthews","21400183","POR",33,1627
"Andrew Bogut","21400636","GSW",32,1349
"Andrew Bogut","21401053","GSW",32,1400
"Anthony Morrow","21400904","OKC",32,911
"Blake Griffin","21401061","LAC",32,1605
"CJ McCollum","21401136","POR",32,1648
"DeAndre Jordan","21400239","LAC",32,1838
"Devin Harris","21400706","DAL",32,1827
"Dion Waiters","21400303","CLE",32,1778
"Draymond Green","21400636","GSW",32,1980
"Gerald Henderson","21400899","CHA",32,1871
"Ian Mahinmi","21400946","IND",32,1669
"J.J. Barea","21400120","DAL",32,1182
"James Harden","21400536","HOU",32,1840
"JJ Redick","21400198","LAC",32,2105
"Kyle Lowry","21400175","TOR",32,1534
"LeBron James","21400643","CLE",32,1597
"Luis Scola","21400946","IND",32,1220
"Matt Barnes","21400272","LAC",32,2337
"Matt Barnes","21400640","LAC",32,1417
"Matt Barnes","21401061","LAC",32,1635
"Michael Beasley","21401024","MIA",32,2064
"Mike Conley","21401035","MEM",32,2059
"Robert Covington","21400589","PHI",32,1968
"Shelvin Mack","21401138","ATL",32,1271
"Al Horford","21400237","ATL",31,1133
"Anthony Davis","21400671","NOP",31,1832
"Bismack Biyombo","21400549","CHA",31,1251
"Blake Griffin","21400170","LAC",31,1799
"Blake Griffin","21400198","LAC",31,2305
"C.J. Watson","21400448","IND",31,1773
"C.J. Watson","21400946","IND",31,1399
"David Lee","21400730","GSW",31,1391
"DeAndre Jordan","21400170","LAC",31,1866
"DeMarcus Cousins","21400561","SAC",31,2105
"Donatas Motiejunas","21400536","HOU",31,2165
"Jimmy Butler","21400758","CHI",31,2023
"Kenneth Faried","21401169","DEN",31,1765
"Kyrie Irving","21400238","CLE",31,2145
"LeBron James","21401066","CLE",31,1887
"Markieff Morris","21400013","PHX",31,1552
"P.J. Tucker","21400173","PHX",31,1345
"Rodney Stuckey","21400356","IND",31,1764
"Rudy Gay","21400067","SAC",31,2115
"Amar'e Stoudemire","21400972","DAL",30,864
"Amir Johnson","21400175","TOR",30,1191
"Andrew Bogut","21400944","GSW",30,1383
"Avery Bradley","21400279","BOS",30,2012
"Chris Paul","21400640","LAC",30,1441
"Damian Lillard","21400394","POR",30,1667
"Dirk Nowitzki","21400972","DAL",30,1471
"Draymond Green","21400474","GSW",30,1723
"Glen Davis","21400820","LAC",30,1138
"Goran Dragic","21400013","PHX",30,1572
"Goran Dragic","21400507","PHX",30,1717
"Greg Monroe","21400129","DET",30,2058
"Jae Crowder","21401194","BOS",30,1491
"JJ Redick","21400957","LAC",30,2113
"John Wall","21401114","WAS",30,1792
"Kawhi Leonard","21401071","SAS",30,1388
"Klay Thompson","21400981","GSW",30,1535
"Klay Thompson","21401089","GSW",30,2044
"LeBron James","21400809","CLE",30,1507
"Manu Ginobili","21400131","SAS",30,1495
"Mike Dunleavy","21400154","CHI",30,2115
"Stephen Curry","21400038","GSW",30,2046
"Stephen Curry","21400981","GSW",30,1616
"Stephen Curry","21401053","GSW",30,1696
"Anthony Morrow","21401038","OKC",29,1770
"Bradley Beal","21401114","WAS",29,1949
"Charlie Villanueva","21400702","DAL",29,1355
"Chris Kaman","21401146","POR",29,1287
"Chris Paul","21400170","LAC",29,1977
"Chris Paul","21401075","LAC",29,1790
"David West","21401165","IND",29,1585
"DeMar DeRozan","21401160","TOR",29,2027
"DeMarcus Cousins","21400025","SAC",29,1889
"Deron Williams","21400044","BKN",29,2206
"Donatas Motiejunas","21400555","HOU",29,2135
"Draymond Green","21400206","GSW",29,2194
"George Hill","21401165","IND",29,1599
"Iman Shumpert","21401037","CLE",29,1797
"Isaiah Thomas","21400173","PHX",29,1455
"Jeff Teague","21400779","ATL",29,1941
"Joe Ingles","21400655","UTA",29,1809
"Jusuf Nurkic","21400500","DEN",29,1387
"Kelly Olynyk","21400357","BOS",29,1866
"Kendrick Perkins","21400795","OKC",29,1386
"Khris Middleton","21400479","MIL",29,1910
"Klay Thompson","21400636","GSW",29,1876
"Kyle Korver","21400558","ATL",29,1911
"Kyle Korver","21401138","ATL",29,1324
"Kyrie Irving","21400643","CLE",29,1668
"Mario Chalmers","21401024","MIA",29,1693
"Matt Barnes","21401153","LAC",29,1782
"Mo Williams","21400167","MIN",29,1883
"Patrick Patterson","21400271","TOR",29,1864
"Paul Millsap","21400592","ATL",29,1984
"Quincy Miller","21401195","DET",29,1618
"Ryan Anderson","21400128","NOP",29,1375
"Serge Ibaka","21400826","OKC",29,1566
"Tiago Splitter","21400949","SAS",29,1632
"Timofey Mozgov","21400643","CLE",29,1278
"Tony Snell","21400800","CHI",29,2273
"Tristan Thompson","21400303","CLE",29,1743
"Ty Lawson","21400943","DEN",29,1471
"Tyreke Evans","21400671","NOP",29,1685
"Tyson Chandler","21400235","DAL",29,1907
"Zach Randolph","21401050","MEM",29,2070
"Al Horford","21400558","ATL",28,1828
"Andre Iguodala","21400730","GSW",28,1445
"Ben McLemore","21400532","SAC",28,2056
"Blake Griffin","21400239","LAC",28,2025
"Blake Griffin","21401153","LAC",28,1840
"Chris Paul","21401031","LAC",28,2212
"Courtney Lee","21400151","MEM",28,1807
"Damian Lillard","21400115","POR",28,1805
"Danilo Gallinari","21401169","DEN",28,2133
"DeMarre Carroll","21400237","ATL",28,1433
"Devin Harris","21400120","DAL",28,737
"Devin Harris","21400972","DAL",28,1179
"Dirk Nowitzki","21400080","DAL",28,1689
"Eric Bledsoe","21400013","PHX",28,1568
"Harrison Barnes","21401192","GSW",28,1756
"Hassan Whiteside","21400559","MIA",28,1723
"Iman Shumpert","21401124","CLE",28,1591
"Jae Crowder","21400844","BOS",28,1714
"James Harden","21400917","HOU",28,2266
"James Harden","21401219","HOU",28,1647
"JJ Redick","21400252","LAC",28,1369
"Jose Calderon","21400717","NYK",28,1579
"JR Smith","21400948","CLE",28,1737
"Kawhi Leonard","21400241","SAS",28,1800
"Kelly Olynyk","21401194","BOS",28,1091
"Kevin Durant","21400795","OKC",28,2043
"Kevin Love","21400821","CLE",28,1744
"Kirk Hinrich","21400320","CHI",28,1833
"Klay Thompson","21400087","GSW",28,1869
"Kyle Korver","21400492","ATL",28,1920
"Kyle Korver","21400592","ATL",28,1757
"Kyle Korver","21400843","ATL",28,2021
"Kyle Lowry","21400990","TOR",28,2289
"Kyrie Irving","21400199","CLE",28,1862
"Meyers Leonard","21401136","POR",28,1120
"Mike Muscala","21401154","ATL",28,1549
"Nick Collison","21400904","OKC",28,1546
"Paul Millsap","21400237","ATL",28,1433
"Richard Jefferson","21400706","DAL",28,1693
"Stephen Curry","21400206","GSW",28,2225
"Stephen Curry","21400474","GSW",28,1603
"Taj Gibson","21400010","CHI",28,1691
"Terrence Jones","21400819","HOU",28,1414
"Terrence Ross","21400093","TOR",28,1756
"Thabo Sefolosha","21400558","ATL",28,1210
"Thabo Sefolosha","21400580","ATL",28,1641
"Tony Parker","21401039","SAS",28,1792
"Tony Parker","21401071","SAS",28,1650
"Zach Randolph","21400576","MEM",28,1945
"Andrew Bogut","21400861","GSW",27,1122
"Arron Afflalo","21400500","DEN",27,1962
"Ben Gordon","21400172","ORL",27,933
"Ben McLemore","21400561","SAC",27,1590
"Blake Griffin","21400272","LAC",27,1734
"Brook Lopez","21400834","BKN",27,1901
"Chris Paul","21400272","LAC",27,1734
"Chris Paul","21400659","LAC",27,2188
"Chris Paul","21401153","LAC",27,1784
"CJ Miles","21400794","IND",27,1373
"Corey Brewer","21400819","HOU",27,2072
"Danny Green","21400177","SAS",27,2107
"Dante Exum","21400894","UTA",27,1602
"David Lee","21400474","GSW",27,1473
"DeAndre Jordan","21400198","LAC",27,2368
"DeAndre Jordan","21401153","LAC",27,1784
"Deron Williams","21400467","BKN",27,1230
"Dwight Howard","21400050","HOU",27,2279
"Eric Bledsoe","21400916","PHX",27,2236
"Jason Terry","21400003","HOU",27,1283
"Jeff Green","21401166","MEM",27,1981
"JJ Redick","21400293","LAC",27,2167
"JJ Redick","21400659","LAC",27,1840
"JJ Redick","21401075","LAC",27,1759
"Joakim Noah","21400800","CHI",27,1885
"Joe Johnson","21400341","BKN",27,1889
"JR Smith","21401066","CLE",27,1901
"Kawhi Leonard","21400291","SAS",27,1647
"Kawhi Leonard","21401134","SAS",27,1296
"Kentavious Caldwell-Pope","21401033","DET",27,2330
"LeBron James","21400743","CLE",27,1667
"LeBron James","21400839","CLE",27,2343
"LeBron James","21400948","CLE",27,1738
"Manu Ginobili","21400875","SAS",27,1114
"Manu Ginobili","21401113","SAS",27,1061
"Marcin Gortat","21400776","WAS",27,1857
"Markel Brown","21401177","BKN",27,1731
"Markieff Morris","21400116","PHX",27,2026
"Mason Plumlee","21400044","BKN",27,930
"Mike Scott","21400558","ATL",27,1074
"Mitch McGary","21400971","OKC",27,1345
"Nicolas Batum","21400394","POR",27,1821
"P.J. Tucker","21401034","PHX",27,2081
"Patrick Beverley","21400536","HOU",27,1548
"Pau Gasol","21401088","CHI",27,1653
"Paul Millsap","21400370","ATL",27,1354
"Reggie Bullock","21400502","LAC",27,1137
"Rudy Gay","21400532","SAC",27,2103
"Russell Westbrook","21400428","OKC",27,2080
"Stephen Curry","21400145","GSW",27,1796
"Steve Blake","21400153","POR",27,1751
"Steven Adams","21400428","OKC",27,1889
"Tony Allen","21401035","MEM",27,2123
"Trevor Ariza","21400050","HOU",27,2413
"Trevor Ariza","21400536","HOU",27,1548
"Ty Lawson","21400500","DEN",27,2212
"Tyler Hansbrough","21400093","TOR",27,1122
"Wesley Matthews","21400055","POR",27,2188
"Wesley Matthews","21400394","POR",27,1321
"Aaron Brooks","21400430","CHI",26,1690
"Al-Farouq Aminu","21400120","DAL",26,918
"Andre Drummond","21400487","DET",26,2045
"Andrew Bogut","21400038","GSW",26,1823
"Andrew Bogut","21400212","GSW",26,1434
"Andrew Bogut","21400981","GSW",26,1301
"Andrew Bogut","21401082","GSW",26,1643
"Anthony Davis","21400488","NOP",26,1841
"Austin Rivers","21401153","LAC",26,1246
"Bojan Bogdanovic","21401177","BKN",26,1776
"Boris Diaw","21401157","SAS",26,1581
"Brook Lopez","21401177","BKN",26,1939
"Danilo Gallinari","21400958","DEN",26,1439
"Danny Green","21401039","SAS",26,1994
"Dante Cunningham","21400671","NOP",26,1542
"Darrell Arthur","21400500","DEN",26,912
"David West","21400794","IND",26,1655
"DeAndre Jordan","21400957","LAC",26,2296
"DeAndre Jordan","21401075","LAC",26,1657
"DeMarcus Cousins","21400067","SAC",26,1350
"Derrick Favors","21400764","UTA",26,1959
"Derrick Rose","21400637","CHI",26,1599
"Draymond Green","21400518","GSW",26,1758
"Draymond Green","21400651","GSW",26,1631
"Draymond Green","21400944","GSW",26,2015
"Draymond Green","21401174","GSW",26,2136
"Eric Gordon","21400632","NOP",26,2317
"Gary Neal","21400713","CHA",26,982
"George Hill","21400794","IND",26,1730
"Gerald Henderson","21400882","CHA",26,2038
"Greivis Vasquez","21401119","TOR",26,1771
"Harrison Barnes","21400493","GSW",26,1448
"JaKarr Sampson","21400682","PHI",26,1414
"Jarrett Jack","21401177","BKN",26,1156
"Jeff Teague","21400174","ATL",26,2032
"Jeff Teague","21400580","ATL",26,1895
"Jimmy Butler","21400154","CHI",26,2717
"JJ Redick","21400272","LAC",26,1692
"Josh Smith","21400497","HOU",26,1683
"JR Smith","21400743","CLE",26,1736
"JR Smith","21400821","CLE",26,1744
"Kendrick Perkins","21400111","OKC",26,1437
"Kenneth Faried","21400546","DEN",26,2172
"Kevin Love","21400199","CLE",26,1942
"Kevin Love","21400718","CLE",26,1964
"Klay Thompson","21400212","GSW",26,1508
"Kyle Korver","21400628","ATL",26,1854
"Kyle Singler","21400727","DET",26,1816
"Kyrie Irving","21400743","CLE",26,1918
"Kyrie Irving","21400891","CLE",26,1555
"Leandro Barbosa","21400730","GSW",26,1310
"Leandro Barbosa","21401030","GSW",26,1427
"Manu Ginobili","21400739","SAS",26,1733
"Marc Gasol","21400513","MEM",26,1682
"Marc Gasol","21401035","MEM",26,1950
"Marc Gasol","21401166","MEM",26,1740
"Marcin Gortat","21400031","WAS",26,2279
"Marcin Gortat","21400264","WAS",26,2036
"Marcin Gortat","21401114","WAS",26,1861
"Matt Bonner","21400152","SAS",26,1216
"Mike Conley","21400513","MEM",26,1622
"Mike Dunleavy","21401173","CHI",26,1901
"Mike Miller","21400433","CLE",26,2307
"Mitch McGary","21400904","OKC",26,1233
"Omer Asik","21400128","NOP",26,1187
"Otto Porter Jr.","21400612","WAS",26,1549
"Patrick Patterson","21400641","TOR",26,1777
"Randy Foye","21400943","DEN",26,1605
"Rasual Butler","21400278","WAS",26,1655
"Reggie Jackson","21401226","DET",26,1890
"Ricky Rubio","21400060","MIN",26,2069
"Rodney Stuckey","21401127","IND",26,1338
"Rudy Gobert","21401106","UTA",26,2208
"Stephen Curry","21401082","GSW",26,2054
"Steve Blake","21401136","POR",26,892
"Timofey Mozgov","21400743","CLE",26,1703
"Tony Parker","21400177","SAS",26,1501
"Tony Parker","21400906","SAS",26,1471
"Trevor Ariza","21400034","HOU",26,1789
"Tyson Chandler","21400744","DAL",26,1770
"Will Barton","21400943","DEN",26,1627
"Zach Randolph","21400151","MEM",26,1558
"Zaza Pachulia","21401180","MIL",26,1226
"Aaron Brooks","21400010","CHI",25,1419
"Al Jefferson","21400882","CHA",25,2040
"Alex Len","21400013","PHX",25,1122
"Amir Johnson","21400805","TOR",25,1558
"Andre Iguodala","21400014","GSW",25,1754
"Andre Iguodala","21400415","GSW",25,1426
"Andre Iguodala","21401014","GSW",25,1742
"Anthony Morrow","21400111","OKC",25,1886
"Anthony Tolliver","21400173","PHX",25,1354
"Anthony Tolliver","21400783","DET",25,1509
"Anthony Tolliver","21401226","DET",25,1810
"Austin Rivers","21400128","NOP",25,1508
"Ben McLemore","21400669","SAC",25,1408
"Blake Griffin","21400141","LAC",25,1914
"Blake Griffin","21400550","LAC",25,2104
"Blake Griffin","21400659","LAC",25,2173
"Blake Griffin","21401031","LAC",25,2136
"Brandon Knight","21400736","MIL",25,2184
"Danny Green","21401150","SAS",25,1723
"Danny Green","21401200","SAS",25,1856
"Dante Exum","21400528","UTA",25,1425
"Dante Exum","21400997","UTA",25,1636
"Darren Collison","21400532","SAC",25,2301
"Darren Collison","21400561","SAC",25,1962
"Derrick Rose","21401189","CHI",25,1709
"Devin Harris","21400298","DAL",25,1377
"Devin Harris","21400702","DAL",25,1611
"Donatas Motiejunas","21400069","HOU",25,1519
"Draymond Green","21400182","GSW",25,1500
"Draymond Green","21400212","GSW",25,1347
"Draymond Green","21400452","GSW",25,1900
"Enes Kanter","21400655","UTA",25,1698
"Gordon Hayward","21400373","UTA",25,2291
"Harrison Barnes","21401053","GSW",25,1299
"Isaiah Thomas","21401194","BOS",25,1335
"James Harden","21400069","HOU",25,1972
"James Harden","21400555","HOU",25,2057
"Jared Sullinger","21400086","BOS",25,1609
"Jason Smith","21400717","NYK",25,2046
"Jeff Teague","21400420","ATL",25,1432
"Jerami Grant","21400422","PHI",25,1534
"Jerryd Bayless","21400449","MIL",25,1797
"JJ Redick","21400239","LAC",25,1881
"JJ Redick","21400640","LAC",25,1184
"Joe Johnson","21400590","BKN",25,2293
"John Wall","21400031","WAS",25,2278
"John Wall","21400264","WAS",25,2201
"John Wall","21400543","WAS",25,2092
"Kawhi Leonard","21400757","SAS",25,2006
"Kevin Durant","21400609","OKC",25,1652
"Kevin Love","21400211","CLE",25,1731
"Kevin Love","21400891","CLE",25,1493
"Klay Thompson","21400182","GSW",25,1375
"Klay Thompson","21400289","GSW",25,2257
"Klay Thompson","21401212","GSW",25,1797
"Kris Humphries","21400264","WAS",25,1799
"Kyle Korver","21401163","ATL",25,1982
"Kyrie Irving","21400766","CLE",25,1912
"LaMarcus Aldridge","21400537","POR",25,1964
"LaMarcus Aldridge","21401107","POR",25,1797
"LeBron James","21400711","CLE",25,2385
"LeBron James","21400985","CLE",25,2084
"Lou Williams","21400752","TOR",25,1701
"Lou Williams","21401119","TOR",25,1570
"Manu Ginobili","21401157","SAS",25,1074
"Marc Gasol","21401050","MEM",25,1934
"Markieff Morris","21400260","PHX",25,1774
"Markieff Morris","21400959","PHX",25,2220
"Marvin Williams","21400409","CHA",25,1530
"Nene","21400543","WAS",25,1715
"Omri Casspi","21400669","SAC",25,1225
"Patrick Patterson","21400093","TOR",25,1231
"Patrick Patterson","21400175","TOR",25,1324
"Richard Jefferson","21401218","DAL",25,1113
"Russ Smith","21401212","MEM",25,616
"Serge Ibaka","21400312","OKC",25,1445
"Serge Ibaka","21400795","OKC",25,1325
"Stephen Curry","21400493","GSW",25,2036
"Stephen Curry","21400603","GSW",25,1980
"Timofey Mozgov","21400924","CLE",25,1504
"Tony Parker","21400986","SAS",25,1481
"Tristan Thompson","21400238","CLE",25,2322
"Tristan Thompson","21400416","CLE",25,1612
"Tristan Thompson","21400891","CLE",25,1033
"Tristan Thompson","21401005","CLE",25,1460
"Ty Lawson","21401169","DEN",25,2353
"Vince Carter","21401166","MEM",25,1098
"Zaza Pachulia","21400585","MIL",25,1689
"Al Horford","21400628","ATL",24,1593
"Andre Drummond","21401139","DET",24,2076
"Andrew Bogut","21400140","GSW",24,1294
"Arron Afflalo","21400122","DEN",24,1426
"Avery Bradley","21400294","BOS",24,1963
"Blake Griffin","21400293","LAC",24,1825
"Boris Diaw","21401084","SAS",24,1563
"Bradley Beal","21400179","WAS",24,1890
"Bradley Beal","21401162","WAS",24,1398
"Brandan Wright","21400180","DAL",24,1110
"Brandon Jennings","21400629","DET",24,1969
"Brook Lopez","21400994","BKN",24,1317
"Danilo Gallinari","21400943","DEN",24,1085
"Danny Green","21400875","SAS",24,1491
"DeAndre Jordan","21400293","LAC",24,2122
"DeAndre Jordan","21400477","LAC",24,1529
"Deron Williams","21400341","BKN",24,1579
"Deron Williams","21400874","BKN",24,2108
"Deron Williams","21400994","BKN",24,1344
"Draymond Green","21400140","GSW",24,1757
"Draymond Green","21401082","GSW",24,1210
"Drew Gooden","21401162","WAS",24,1479
"Gerald Green","21400173","PHX",24,634
"Gerald Green","21400184","PHX",24,1328
"Glen Davis","21400502","LAC",24,828
"Goran Dragic","21400260","PHX",24,2112
"Gordon Hayward","21400965","UTA",24,1885
"Harrison Barnes","21400068","GSW",24,1643
"Harrison Barnes","21401212","GSW",24,1366
"Iman Shumpert","21400891","CLE",24,1046
"Jamal Crawford","21400228","LAC",24,1822
"Jeff Teague","21400237","ATL",24,1259
"Jeff Teague","21400492","ATL",24,2141
"Jerami Grant","21401069","PHI",24,1935
"Jerryd Bayless","21400434","MIL",24,1538
"Jimmy Butler","21400349","CHI",24,2181
"JJ Redick","21400550","LAC",24,1686
"JJ Redick","21400945","LAC",24,2340
"Joe Harris","21400125","CLE",24,1152
"John Wall","21400963","WAS",24,1795
"John Wall","21401128","WAS",24,1738
"Jordan Farmar","21400502","LAC",24,1053
"Kawhi Leonard","21400177","SAS",24,1497
"Kawhi Leonard","21400875","SAS",24,1915
"Kawhi Leonard","21400986","SAS",24,1518
"Kendrick Perkins","21400609","OKC",24,1290
"Kevin Love","21400743","CLE",24,1720
"Kevin Love","21400948","CLE",24,1977
"Kevin Seraphin","21400759","WAS",24,1490
"Khris Middleton","21400285","MIL",24,1421
"Klay Thompson","21400038","GSW",24,2049
"Klay Thompson","21400140","GSW",24,1632
"Kyrie Irving","21400401","CLE",24,2215
"LeBron James","21400211","CLE",24,2165
"Lou Amundson","21401205","NYK",24,1428
"Lou Williams","21400093","TOR",24,1054
"Marc Gasol","21400941","MEM",24,2215
"Markieff Morris","21400284","PHX",24,2168
"Mason Plumlee","21401177","BKN",24,1103
"Matt Barnes","21400239","LAC",24,1688
"Matt Barnes","21400252","LAC",24,1408
"Matt Barnes","21400659","LAC",24,1587
"Matthew Dellavedova","21400809","CLE",24,1387
"Matthew Dellavedova","21401005","CLE",24,1556
"Miles Plumlee","21400634","PHX",24,580
"Mo Williams","21400882","CHA",24,2267
"Mo Williams","21401112","CHA",24,1491
"Monta Ellis","21400367","DAL",24,1922
"Nikola Mirotic","21401065","CHI",24,1675
"Otto Porter Jr.","21401128","WAS",24,1730
"P.J. Tucker","21400095","PHX",24,1754
"Pau Gasol","21400320","CHI",24,2088
"Paul Pierce","21400264","WAS",24,1434
"Reggie Jackson","21401000","DET",24,2064
"Russell Westbrook","21400229","OKC",24,1428
"Russell Westbrook","21400312","OKC",24,1927
"Shaun Livingston","21400615","GSW",24,1366
"Spencer Hawes","21400945","LAC",24,1366
"Stephen Curry","21401212","GSW",24,1757
"Steven Adams","21400335","OKC",24,1714
"Thabo Sefolosha","21401154","ATL",24,1174
"Tiago Splitter","21401039","SAS",24,1629
"Tony Parker","21401134","SAS",24,1498
"Trevor Ariza","21400346","HOU",24,2502
"Ty Lawson","21400122","DEN",24,1849
"Ty Lawson","21400232","DEN",24,1698
"Ty Lawson","21401196","DEN",24,2194
"Wesley Matthews","21400853","POR",24,2018
"Willie Green","21400172","ORL",24,1068
"Zach Randolph","21401035","MEM",24,1840
"Zaza Pachulia","21400653","MIL",24,1404
"Aaron Brooks","21400328","CHI",23,1006
"Al-Farouq Aminu","21400702","DAL",23,1742
"Al Horford","21400592","ATL",23,1667
"Al Jefferson","21400316","CHA",23,2175
"Al Jefferson","21400899","CHA",23,1511
"Andre Drummond","21400823","DET",23,1973
"Andre Iguodala","21400474","GSW",23,1198
"Andre Iguodala","21401030","GSW",23,1401
"Andrew Bogut","21400182","GSW",23,1199
"Andrew Wiggins","21400060","MIN",23,2229
"Anthony Davis","21400258","NOP",23,2336
"Anthony Morrow","21400219","OKC",23,1910
"Anthony Morrow","21400840","OKC",23,1234
"Aron Baynes","21400739","SAS",23,867
"Arron Afflalo","21401136","POR",23,1930
"Avery Bradley","21400371","BOS",23,2006
"Bernard James","21400889","DAL",23,1516
"Boris Diaw","21400291","SAS",23,1397
"Bradley Beal","21400543","WAS",23,2306
"Brandon Bass","21400357","BOS",23,1183
"C.J. Watson","21401127","IND",23,1187
"Carl Landry","21401230","SAC",23,1994
"Chandler Parsons","21400180","DAL",23,1761
"Chris Paul","21400781","LAC",23,2417
"Chris Paul","21400864","LAC",23,2371
"CJ Miles","21400317","IND",23,2049
"CJ Miles","21401197","IND",23,2157
"Corey Brewer","21400411","HOU",23,1371
"Cory Jefferson","21400341","BKN",23,1404
"Cory Joseph","21400414","SAS",23,1050
"Courtney Lee","21400065","MEM",23,2348
"Courtney Lee","21400513","MEM",23,1577
"Courtney Lee","21400576","MEM",23,1827
"Damian Lillard","21400070","POR",23,1911
"Damian Lillard","21400879","POR",23,2143
"Danny Green","21400906","SAS",23,1369
"Dante Exum","21400965","UTA",23,2028
"David Lee","21400651","GSW",23,1106
"DeAndre Jordan","21400272","LAC",23,1609
"DeAndre Jordan","21401095","LAC",23,1757
"Derrick Favors","21400655","UTA",23,1863
"Derrick Favors","21400997","UTA",23,1528
"Derrick Rose","21400758","CHI",23,1683
"Dion Waiters","21400416","CLE",23,1648
"Dirk Nowitzki","21400762","DAL",23,2099
"Draymond Green","21400493","GSW",23,2429
"Draymond Green","21400533","GSW",23,1794
"Draymond Green","21400760","GSW",23,2036
"Eric Bledsoe","21400260","PHX",23,2313
"Gordon Hayward","21400764","UTA",23,2230
"Gordon Hayward","21400997","UTA",23,1617
"Harrison Barnes","21400038","GSW",23,1809
"Harrison Barnes","21400140","GSW",23,1386
"Harrison Barnes","21400518","GSW",23,2132
"J.J. Barea","21400972","DAL",23,1103
"Jae Crowder","21401164","BOS",23,1785
"Jameer Nelson","21400367","DAL",23,1417
"James Harden","21400584","HOU",23,2242
"Jared Dudley","21400544","MIL",23,1547
"Jason Terry","21401219","HOU",23,1304
"Jason Thompson","21400561","SAC",23,1901
"Jason Thompson","21400705","SAC",23,1570
"Jeff Green","21400693","MEM",23,1577
"Jeff Teague","21400592","ATL",23,1521
"Jeff Teague","21400892","ATL",23,1872
"Jeremy Evans","21400812","UTA",23,728
"Jimmy Butler","21401206","CHI",23,1989
"Joe Harris","21400133","CLE",23,1274
"Joel Freeland","21400456","POR",23,1475
"Joey Dorsey","21400463","HOU",23,1136
"John Henson","21400736","MIL",23,2265
"Kawhi Leonard","21401028","SAS",23,1865
"Kawhi Leonard","21401110","SAS",23,2275
"Kendall Marshall","21400226","MIL",23,1440
"Kent Bazemore","21400370","ATL",23,1194
"Kentavious Caldwell-Pope","21400629","DET",23,2167
"Kevin Durant","21400542","OKC",23,2165
