"lineup","slugTeam","seasonPM","seasonSecs","l_id","Season_mins"
"Austin Daye, John Jenkins, Kent Bazemore, Mike Scott, Shelvin Mack","ATL",0,0,7645,0
"Austin Daye, Kyle Anderson, Manu Ginobili, Matt Bonner, Tiago Splitter","SAS",0,0,7646,0
"Austin Daye, Manu Ginobili, Marco Belinelli, Tim Duncan, Tony Parker","SAS",0,0,7647,0
"Austin Rivers, Blake Griffin, C.J. Wilcox, Ekpe Udoh, Jamal Crawford","LAC",0,0,7648,0
"Austin Rivers, Blake Griffin, Chris Paul, Dahntay Jones, Glen Davis","LAC",0,0,7649,0
"Austin Rivers, Blake Griffin, Chris Paul, Dahntay Jones, Hedo Turkoglu","LAC",0,7,7650,0
"Austin Rivers, Blake Griffin, Chris Paul, Dahntay Jones, Jamal Crawford","LAC",0,0,7651,0
"Austin Rivers, Blake Griffin, Chris Paul, DeAndre Jordan, Jordan Hamilton","LAC",0,0,7652,0
"Austin Rivers, Blake Griffin, Chris Paul, DeAndre Jordan, Spencer Hawes","LAC",0,0,7653,0
"Austin Rivers, Blake Griffin, Chris Paul, Jamal Crawford, JJ Redick","LAC",0,0,7654,0
"Austin Rivers, Blake Griffin, Chris Paul, JJ Redick, Spencer Hawes","LAC",0,0,7655,0
"Austin Rivers, Blake Griffin, Dahntay Jones, DeAndre Jordan, Nate Robinson","LAC",0,22,7656,0
"Austin Rivers, Blake Griffin, DeAndre Jordan, Hedo Turkoglu, Jamal Crawford","LAC",0,0,7657,0
"Austin Rivers, Blake Griffin, DeAndre Jordan, Hedo Turkoglu, JJ Redick","LAC",0,45,7658,0
"Austin Rivers, Blake Griffin, DeAndre Jordan, Hedo Turkoglu, Lester Hudson","LAC",0,0,7659,0
"Austin Rivers, Blake Griffin, DeAndre Jordan, Jamal Crawford, JJ Redick","LAC",0,0,7660,0
"Austin Rivers, Blake Griffin, DeAndre Jordan, JJ Redick, Matt Barnes","LAC",0,0,7661,0
"Austin Rivers, Blake Griffin, DeAndre Jordan, JJ Redick, Nate Robinson","LAC",0,0,7662,0
"Austin Rivers, Blake Griffin, Glen Davis, Hedo Turkoglu, Jordan Hamilton","LAC",0,32,7663,0
"Austin Rivers, Blake Griffin, Glen Davis, Hedo Turkoglu, Matt Barnes","LAC",0,0,7664,0
"Austin Rivers, Blake Griffin, Glen Davis, Jamal Crawford, Lester Hudson","LAC",0,60,7665,1
"Austin Rivers, Blake Griffin, Hedo Turkoglu, JJ Redick, Spencer Hawes","LAC",0,332,7666,5
"Austin Rivers, C.J. Wilcox, Chris Paul, Ekpe Udoh, Glen Davis","LAC",0,0,7667,0
"Austin Rivers, C.J. Wilcox, Chris Paul, Glen Davis, Jamal Crawford","LAC",0,0,7668,0
"Austin Rivers, C.J. Wilcox, Dahntay Jones, Ekpe Udoh, Jordan Hamilton","LAC",0,43,7669,0
"Austin Rivers, C.J. Wilcox, Dahntay Jones, Glen Davis, Hedo Turkoglu","LAC",0,0,7670,0
"Austin Rivers, C.J. Wilcox, Dahntay Jones, Glen Davis, Jamal Crawford","LAC",0,0,7671,0
"Austin Rivers, C.J. Wilcox, Dahntay Jones, JJ Redick, Nate Robinson","LAC",0,0,7672,0
"Austin Rivers, C.J. Wilcox, DeAndre Jordan, Jamal Crawford, Spencer Hawes","LAC",0,0,7673,0
"Austin Rivers, C.J. Wilcox, DeAndre Jordan, JJ Redick, Nate Robinson","LAC",0,0,7674,0
"Austin Rivers, C.J. Wilcox, Ekpe Udoh, Jordan Hamilton, Nate Robinson","LAC",0,0,7675,0
"Austin Rivers, C.J. Wilcox, Ekpe Udoh, Jordan Hamilton, Spencer Hawes","LAC",0,91,7676,1
"Austin Rivers, C.J. Wilcox, JJ Redick, Jordan Hamilton, Nate Robinson","LAC",0,0,7677,0
"Austin Rivers, Chris Paul, Dahntay Jones, DeAndre Jordan, Glen Davis","LAC",0,56,7678,0
"Austin Rivers, Chris Paul, Dahntay Jones, DeAndre Jordan, Hedo Turkoglu","LAC",0,0,7679,0
"Austin Rivers, Chris Paul, Dahntay Jones, DeAndre Jordan, Jamal Crawford","LAC",0,0,7680,0
"Austin Rivers, Chris Paul, Dahntay Jones, DeAndre Jordan, Spencer Hawes","LAC",0,113,7681,1
"Austin Rivers, Chris Paul, Dahntay Jones, Glen Davis, Jamal Crawford","LAC",0,0,7682,0
"Austin Rivers, Chris Paul, Dahntay Jones, Glen Davis, Matt Barnes","LAC",0,3,7683,0
"Austin Rivers, Chris Paul, Dahntay Jones, Glen Davis, Nate Robinson","LAC",0,0,7684,0
"Austin Rivers, Chris Paul, Dahntay Jones, Glen Davis, Spencer Hawes","LAC",0,0,7685,0
"Austin Rivers, Chris Paul, Dahntay Jones, Hedo Turkoglu, Matt Barnes","LAC",0,0,7686,0
"Austin Rivers, Chris Paul, Dahntay Jones, JJ Redick, Nate Robinson","LAC",0,0,7687,0
"Austin Rivers, Chris Paul, Dahntay Jones, Nate Robinson, Spencer Hawes","LAC",0,0,7688,0
"Austin Rivers, Chris Paul, DeAndre Jordan, Ekpe Udoh, Glen Davis","LAC",0,0,7689,0
"Austin Rivers, Chris Paul, DeAndre Jordan, Ekpe Udoh, Jordan Hamilton","LAC",0,0,7690,0
"Austin Rivers, Chris Paul, DeAndre Jordan, Glen Davis, Jordan Hamilton","LAC",0,53,7691,0
"Austin Rivers, Chris Paul, DeAndre Jordan, Hedo Turkoglu, Jordan Hamilton","LAC",0,0,7692,0
"Austin Rivers, Chris Paul, DeAndre Jordan, JJ Redick, Nate Robinson","LAC",0,0,7693,0
"Austin Rivers, Chris Paul, DeAndre Jordan, Jordan Hamilton, Spencer Hawes","LAC",0,29,7694,0
"Austin Rivers, Chris Paul, Ekpe Udoh, Jordan Hamilton, Spencer Hawes","LAC",0,0,7695,0
"Austin Rivers, Chris Paul, Glen Davis, Jamal Crawford, JJ Redick","LAC",0,0,7696,0
"Austin Rivers, Chris Paul, Glen Davis, Jamal Crawford, Matt Barnes","LAC",0,31,7697,0
"Austin Rivers, Chris Paul, Glen Davis, JJ Redick, Nate Robinson","LAC",0,0,7698,0
"Austin Rivers, Chris Paul, Glen Davis, Jordan Hamilton, Spencer Hawes","LAC",0,0,7699,0
"Austin Rivers, Chris Paul, Glen Davis, Nate Robinson, Spencer Hawes","LAC",0,25,7700,0
"Austin Rivers, Chris Paul, Hedo Turkoglu, Jamal Crawford, JJ Redick","LAC",0,14,7701,0
"Austin Rivers, Chris Paul, Jamal Crawford, JJ Redick, Matt Barnes","LAC",0,2,7702,0
"Austin Rivers, Chris Paul, Jamal Crawford, Matt Barnes, Spencer Hawes","LAC",0,1,7703,0
"Austin Rivers, Dahntay Jones, DeAndre Jordan, Jordan Hamilton, Spencer Hawes","LAC",0,6,7704,0
"Austin Rivers, Dahntay Jones, DeAndre Jordan, Matt Barnes, Spencer Hawes","LAC",0,0,7705,0
"Austin Rivers, Dahntay Jones, Ekpe Udoh, Lester Hudson, Spencer Hawes","LAC",0,0,7706,0
"Austin Rivers, Dahntay Jones, Glen Davis, Hedo Turkoglu, Nate Robinson","LAC",0,23,7707,0
"Austin Rivers, Dahntay Jones, Glen Davis, Jordan Hamilton, Nate Robinson","LAC",0,8,7708,0
"Austin Rivers, Dahntay Jones, Hedo Turkoglu, JJ Redick, Lester Hudson","LAC",0,4,7709,0
"Austin Rivers, Dante Cunningham, Gal Mekel, Jeff Withey, Jrue Holiday","NOP",0,0,7710,0
"Austin Rivers, Dante Cunningham, Gal Mekel, Jrue Holiday, Tyreke Evans","NOP",0,0,7711,0
"Austin Rivers, Dante Cunningham, Jeff Withey, John Salmons, Jrue Holiday","NOP",0,141,7712,2
"Austin Rivers, Dante Cunningham, Jimmer Fredette, John Salmons, Omer Asik","NOP",0,0,7713,0
"Austin Rivers, Dante Cunningham, Jimmer Fredette, John Salmons, Ryan Anderson","NOP",0,0,7714,0
"Austin Rivers, Dante Cunningham, Jimmer Fredette, Jrue Holiday, Ryan Anderson","NOP",0,0,7715,0
"Austin Rivers, Dante Cunningham, Jimmer Fredette, Jrue Holiday, Tyreke Evans","NOP",0,0,7716,0
"Austin Rivers, Dante Cunningham, John Salmons, Jrue Holiday, Ryan Anderson","NOP",0,0,7717,0
"Austin Rivers, Darius Miller, Eric Gordon, Jeff Withey, Ryan Anderson","NOP",0,217,7718,3
"Austin Rivers, Darius Miller, Jeff Withey, Jimmer Fredette, Luke Babbitt","NOP",0,42,7719,0
"Austin Rivers, DeAndre Jordan, Glen Davis, Hedo Turkoglu, Lester Hudson","LAC",0,0,7720,0
"Austin Rivers, DeAndre Jordan, Glen Davis, JJ Redick, Jordan Hamilton","LAC",0,0,7721,0
"Austin Rivers, DeAndre Jordan, Hedo Turkoglu, Jamal Crawford, Jordan Hamilton","LAC",0,0,7722,0
"Austin Rivers, DeAndre Jordan, Hedo Turkoglu, JJ Redick, Lester Hudson","LAC",0,116,7723,1
"Austin Rivers, DeAndre Jordan, Hedo Turkoglu, Jordan Hamilton, Spencer Hawes","LAC",0,0,7724,0
"Austin Rivers, DeAndre Jordan, JJ Redick, Jordan Hamilton, Nate Robinson","LAC",0,0,7725,0
"Austin Rivers, DeAndre Jordan, Matt Barnes, Nate Robinson, Spencer Hawes","LAC",0,64,7726,1
"Austin Rivers, Eric Gordon, Jeff Withey, Jimmer Fredette, Jrue Holiday","NOP",0,0,7727,0
"Austin Rivers, Eric Gordon, Jimmer Fredette, John Salmons, Omer Asik","NOP",0,0,7728,0
"Austin Rivers, Eric Gordon, Jimmer Fredette, Jrue Holiday, Omer Asik","NOP",0,0,7729,0
"Austin Rivers, Eric Gordon, Jrue Holiday, Omer Asik, Ryan Anderson","NOP",0,20,7730,0
"Austin Rivers, Eric Gordon, Luke Babbitt, Ryan Anderson, Tyreke Evans","NOP",0,0,7731,0
"Austin Rivers, Gal Mekel, Jrue Holiday, Omer Asik, Tyreke Evans","NOP",0,0,7732,0
"Austin Rivers, Glen Davis, Hedo Turkoglu, Jordan Hamilton, Spencer Hawes","LAC",0,1061,7733,17
"Austin Rivers, Glen Davis, Jamal Crawford, Jordan Hamilton, Spencer Hawes","LAC",0,24,7734,0
"Austin Rivers, Glen Davis, JJ Redick, Jordan Hamilton, Nate Robinson","LAC",0,0,7735,0
"Austin Rivers, Glen Davis, JJ Redick, Nate Robinson, Spencer Hawes","LAC",0,629,7736,10
"Austin Rivers, Glen Davis, Lester Hudson, Matt Barnes, Spencer Hawes","LAC",0,43,7737,0
"Austin Rivers, Hedo Turkoglu, JJ Redick, Nate Robinson, Spencer Hawes","LAC",0,0,7738,0
"Austin Rivers, Jeff Withey, Jimmer Fredette, Jrue Holiday, Luke Babbitt","NOP",0,0,7739,0
"Austin Rivers, Jeff Withey, Jimmer Fredette, Russ Smith, Tyreke Evans","NOP",0,9,7740,0
"Austin Rivers, Jimmer Fredette, Jrue Holiday, Omer Asik, Tyreke Evans","NOP",0,0,7741,0
"Austin Rivers, Jimmer Fredette, Jrue Holiday, Ryan Anderson, Tyreke Evans","NOP",0,0,7742,0
"Austin Rivers, John Salmons, Jrue Holiday, Omer Asik, Ryan Anderson","NOP",0,14,7743,0
"Avery Bradley, Brandan Wright, Evan Turner, Jae Crowder, Jared Sullinger","BOS",0,0,7744,0
"Avery Bradley, Brandan Wright, Evan Turner, Jameer Nelson, Kelly Olynyk","BOS",0,0,7745,0
"Avery Bradley, Brandan Wright, Evan Turner, Jared Sullinger, Marcus Smart","BOS",0,0,7746,0
"Avery Bradley, Brandan Wright, Evan Turner, Jeff Green, Kelly Olynyk","BOS",0,0,7747,0
"Avery Bradley, Brandan Wright, Evan Turner, Jeff Green, Marcus Smart","BOS",0,3,7748,0
"Avery Bradley, Brandan Wright, Jae Crowder, Jared Sullinger, Marcus Smart","BOS",0,62,7749,1
"Avery Bradley, Brandan Wright, Jared Sullinger, Jeff Green, Marcus Smart","BOS",0,0,7750,0
"Avery Bradley, Brandon Bass, Dwight Powell, Phil Pressey, Tyler Zeller","BOS",0,0,7751,0
"Avery Bradley, Brandon Bass, Evan Turner, Gerald Wallace, Jared Sullinger","BOS",0,0,7752,0
"Avery Bradley, Brandon Bass, Evan Turner, Gerald Wallace, Marcus Thornton","BOS",0,0,7753,0
"Avery Bradley, Brandon Bass, Evan Turner, Gerald Wallace, Rajon Rondo","BOS",0,0,7754,0
"Avery Bradley, Brandon Bass, Evan Turner, Gerald Wallace, Tyler Zeller","BOS",0,108,7755,1
"Avery Bradley, Brandon Bass, Evan Turner, Isaiah Thomas, Jonas Jerebko","BOS",0,116,7756,1
"Avery Bradley, Brandon Bass, Evan Turner, Isaiah Thomas, Marcus Smart","BOS",0,0,7757,0
"Avery Bradley, Brandon Bass, Evan Turner, James Young, Marcus Smart","BOS",0,0,7758,0
"Avery Bradley, Brandon Bass, Evan Turner, James Young, Phil Pressey","BOS",0,0,7759,0
"Avery Bradley, Brandon Bass, Evan Turner, Jared Sullinger, Tyler Zeller","BOS",0,0,7760,0
"Avery Bradley, Brandon Bass, Evan Turner, Jeff Green, Phil Pressey","BOS",0,0,7761,0
"Avery Bradley, Brandon Bass, Evan Turner, Kelly Olynyk, Rajon Rondo","BOS",0,314,7762,5
"Avery Bradley, Brandon Bass, Evan Turner, Marcus Smart, Phil Pressey","BOS",0,0,7763,0
"Avery Bradley, Brandon Bass, Evan Turner, Marcus Smart, Tayshaun Prince","BOS",0,12,7764,0
"Avery Bradley, Brandon Bass, Evan Turner, Marcus Thornton, Tayshaun Prince","BOS",0,0,7765,0
"Avery Bradley, Brandon Bass, Evan Turner, Phil Pressey, Rajon Rondo","BOS",0,0,7766,0
"Avery Bradley, Brandon Bass, Gerald Wallace, Isaiah Thomas, Jonas Jerebko","BOS",0,0,7767,0
"Avery Bradley, Brandon Bass, Gerald Wallace, James Young, Phil Pressey","BOS",0,0,7768,0
"Avery Bradley, Brandon Bass, Gigi Datome, Kelly Olynyk, Phil Pressey","BOS",0,0,7769,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, Jae Crowder, Jared Sullinger","BOS",0,0,7770,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, Jae Crowder, Jonas Jerebko","BOS",0,0,7771,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, Jae Crowder, Phil Pressey","BOS",0,12,7772,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, James Young, Tyler Zeller","BOS",0,0,7773,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, Jonas Jerebko, Marcus Smart","BOS",0,0,7774,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, Jonas Jerebko, Tyler Zeller","BOS",0,0,7775,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, Kelly Olynyk, Marcus Smart","BOS",0,0,7776,0
"Avery Bradley, Brandon Bass, Isaiah Thomas, Kelly Olynyk, Tyler Zeller","BOS",0,0,7777,0
"Avery Bradley, Brandon Bass, Jae Crowder, Jameer Nelson, Kelly Olynyk","BOS",0,0,7778,0
"Avery Bradley, Brandon Bass, Jae Crowder, James Young, Marcus Smart","BOS",0,137,7779,2
"Avery Bradley, Brandon Bass, Jae Crowder, James Young, Phil Pressey","BOS",0,0,7780,0
"Avery Bradley, Brandon Bass, Jae Crowder, Jared Sullinger, Jeff Green","BOS",0,0,7781,0
"Avery Bradley, Brandon Bass, Jae Crowder, Marcus Smart, Marcus Thornton","BOS",0,0,7782,0
"Avery Bradley, Brandon Bass, Jae Crowder, Marcus Smart, Phil Pressey","BOS",0,112,7783,1
"Avery Bradley, Brandon Bass, James Young, Jared Sullinger, Marcus Thornton","BOS",0,0,7784,0
"Avery Bradley, Brandon Bass, James Young, Jared Sullinger, Phil Pressey","BOS",0,0,7785,0
"Avery Bradley, Brandon Bass, James Young, Marcus Smart, Phil Pressey","BOS",0,0,7786,0
"Avery Bradley, Brandon Bass, James Young, Phil Pressey, Tyler Zeller","BOS",0,18,7787,0
"Avery Bradley, Brandon Bass, Jared Sullinger, Kelly Olynyk, Marcus Smart","BOS",0,0,7788,0
"Avery Bradley, Brandon Bass, Jared Sullinger, Kelly Olynyk, Phil Pressey","BOS",0,0,7789,0
"Avery Bradley, Brandon Bass, Jared Sullinger, Kelly Olynyk, Rajon Rondo","BOS",0,0,7790,0
"Avery Bradley, Brandon Bass, Jared Sullinger, Marcus Smart, Tyler Zeller","BOS",0,0,7791,0
"Avery Bradley, Brandon Bass, Jared Sullinger, Phil Pressey, Rajon Rondo","BOS",0,0,7792,0
"Avery Bradley, Brandon Bass, Jared Sullinger, Phil Pressey, Tayshaun Prince","BOS",0,42,7793,0
"Avery Bradley, Brandon Bass, Jared Sullinger, Rajon Rondo, Tyler Zeller","BOS",0,0,7794,0
"Avery Bradley, Brandon Bass, Jeff Green, Marcus Thornton, Rajon Rondo","BOS",0,0,7795,0
"Avery Bradley, Brandon Bass, Kelly Olynyk, Marcus Smart, Phil Pressey","BOS",0,134,7796,2
"Avery Bradley, Brandon Bass, Kelly Olynyk, Marcus Smart, Rajon Rondo","BOS",0,33,7797,0
"Avery Bradley, Brandon Bass, Kelly Olynyk, Marcus Smart, Tayshaun Prince","BOS",0,109,7798,1
"Avery Bradley, Brandon Bass, Marcus Smart, Marcus Thornton, Tayshaun Prince","BOS",0,0,7799,0
"Avery Bradley, Brandon Bass, Marcus Smart, Marcus Thornton, Tyler Zeller","BOS",0,0,7800,0
"Avery Bradley, Brandon Bass, Marcus Smart, Phil Pressey, Tyler Zeller","BOS",0,0,7801,0
"Avery Bradley, Brandon Bass, Phil Pressey, Rajon Rondo, Tyler Zeller","BOS",0,0,7802,0
"Avery Bradley, Dwight Powell, James Young, Phil Pressey, Tyler Zeller","BOS",0,148,7803,2
"Avery Bradley, Dwight Powell, Jeff Green, Rajon Rondo, Tyler Zeller","BOS",0,1,7804,0
"Avery Bradley, Evan Turner, Gerald Wallace, Jae Crowder, Marcus Smart","BOS",0,19,7805,0
"Avery Bradley, Evan Turner, Gerald Wallace, Jared Sullinger, Jeff Green","BOS",0,2,7806,0
"Avery Bradley, Evan Turner, Gerald Wallace, Jared Sullinger, Phil Pressey","BOS",0,0,7807,0
"Avery Bradley, Evan Turner, Gerald Wallace, Jared Sullinger, Tayshaun Prince","BOS",0,0,7808,0
"Avery Bradley, Evan Turner, Gerald Wallace, Jeff Green, Tyler Zeller","BOS",0,0,7809,0
"Avery Bradley, Evan Turner, Gerald Wallace, Tayshaun Prince, Tyler Zeller","BOS",0,0,7810,0
"Avery Bradley, Evan Turner, Gigi Datome, Jae Crowder, Marcus Smart","BOS",0,0,7811,0
"Avery Bradley, Evan Turner, Gigi Datome, Jae Crowder, Phil Pressey","BOS",0,0,7812,0
"Avery Bradley, Evan Turner, Gigi Datome, Jared Sullinger, Jonas Jerebko","BOS",0,139,7813,2
"Avery Bradley, Evan Turner, Isaiah Thomas, Jae Crowder, Marcus Smart","BOS",0,2,7814,0
"Avery Bradley, Evan Turner, Isaiah Thomas, Jared Sullinger, Kelly Olynyk","BOS",0,0,7815,0
"Avery Bradley, Evan Turner, Isaiah Thomas, Jonas Jerebko, Phil Pressey","BOS",0,0,7816,0
"Avery Bradley, Evan Turner, Isaiah Thomas, Marcus Smart, Tyler Zeller","BOS",0,4,7817,0
"Avery Bradley, Evan Turner, Jae Crowder, James Young, Jared Sullinger","BOS",0,0,7818,0
"Avery Bradley, Evan Turner, Jae Crowder, James Young, Kelly Olynyk","BOS",0,3,7819,0
"Avery Bradley, Evan Turner, Jae Crowder, Jared Sullinger, Jeff Green","BOS",0,0,7820,0
"Avery Bradley, Evan Turner, Jae Crowder, Jared Sullinger, Jonas Jerebko","BOS",0,0,7821,0
"Avery Bradley, Evan Turner, Jae Crowder, Kelly Olynyk, Marcus Thornton","BOS",0,0,7822,0
"Avery Bradley, Evan Turner, Jae Crowder, Marcus Smart, Phil Pressey","BOS",0,0,7823,0
"Avery Bradley, Evan Turner, Jameer Nelson, Jeff Green, Tyler Zeller","BOS",0,0,7824,0
"Avery Bradley, Evan Turner, Jameer Nelson, Phil Pressey, Tyler Zeller","BOS",0,0,7825,0
"Avery Bradley, Evan Turner, James Young, Jared Sullinger, Marcus Thornton","BOS",0,0,7826,0
"Avery Bradley, Evan Turner, James Young, Jared Sullinger, Tyler Zeller","BOS",0,0,7827,0
"Avery Bradley, Evan Turner, James Young, Jeff Green, Tyler Zeller","BOS",0,128,7828,2
"Avery Bradley, Evan Turner, James Young, Jonas Jerebko, Marcus Smart","BOS",0,0,7829,0
"Avery Bradley, Evan Turner, James Young, Kelly Olynyk, Phil Pressey","BOS",0,0,7830,0
"Avery Bradley, Evan Turner, James Young, Marcus Smart, Tyler Zeller","BOS",0,37,7831,0
"Avery Bradley, Evan Turner, Jared Sullinger, Kelly Olynyk, Rajon Rondo","BOS",0,106,7832,1
"Avery Bradley, Evan Turner, Jared Sullinger, Marcus Smart, Marcus Thornton","BOS",0,145,7833,2
"Avery Bradley, Evan Turner, Jared Sullinger, Marcus Smart, Phil Pressey","BOS",0,0,7834,0
"Avery Bradley, Evan Turner, Jared Sullinger, Marcus Smart, Rajon Rondo","BOS",0,0,7835,0
"Avery Bradley, Evan Turner, Jared Sullinger, Phil Pressey, Rajon Rondo","BOS",0,0,7836,0
"Avery Bradley, Evan Turner, Jared Sullinger, Phil Pressey, Tayshaun Prince","BOS",0,56,7837,0
"Avery Bradley, Evan Turner, Jeff Green, Kelly Olynyk, Marcus Smart","BOS",0,287,7838,4
"Avery Bradley, Evan Turner, Jeff Green, Kelly Olynyk, Rajon Rondo","BOS",0,0,7839,0
"Avery Bradley, Evan Turner, Jeff Green, Phil Pressey, Tyler Zeller","BOS",0,0,7840,0
"Avery Bradley, Evan Turner, Kelly Olynyk, Marcus Smart, Marcus Thornton","BOS",0,0,7841,0
"Avery Bradley, Evan Turner, Kelly Olynyk, Marcus Thornton, Rajon Rondo","BOS",0,0,7842,0
"Avery Bradley, Evan Turner, Kelly Olynyk, Phil Pressey, Tyler Zeller","BOS",0,155,7843,2
"Avery Bradley, Evan Turner, Marcus Smart, Marcus Thornton, Tyler Zeller","BOS",0,0,7844,0
"Avery Bradley, Evan Turner, Marcus Smart, Rajon Rondo, Tyler Zeller","BOS",0,22,7845,0
"Avery Bradley, Evan Turner, Marcus Smart, Tayshaun Prince, Tyler Zeller","BOS",0,0,7846,0
"Avery Bradley, Evan Turner, Marcus Thornton, Phil Pressey, Tyler Zeller","BOS",0,0,7847,0
"Avery Bradley, Gerald Wallace, Isaiah Thomas, Jae Crowder, Kelly Olynyk","BOS",0,144,7848,2
"Avery Bradley, Gerald Wallace, Isaiah Thomas, Jonas Jerebko, Kelly Olynyk","BOS",0,0,7849,0
"Avery Bradley, Gerald Wallace, Isaiah Thomas, Marcus Smart, Tyler Zeller","BOS",0,0,7850,0
"Avery Bradley, Gerald Wallace, Jae Crowder, Marcus Smart, Tyler Zeller","BOS",0,0,7851,0
"Avery Bradley, Gerald Wallace, James Young, Marcus Smart, Marcus Thornton","BOS",0,0,7852,0
"Avery Bradley, Gerald Wallace, James Young, Phil Pressey, Tyler Zeller","BOS",0,64,7853,1
"Avery Bradley, Gerald Wallace, Jared Sullinger, Jeff Green, Kelly Olynyk","BOS",0,1,7854,0
"Avery Bradley, Gerald Wallace, Jared Sullinger, Kelly Olynyk, Phil Pressey","BOS",0,11,7855,0
"Avery Bradley, Gerald Wallace, Jared Sullinger, Kelly Olynyk, Rajon Rondo","BOS",0,31,7856,0
"Avery Bradley, Gerald Wallace, Jeff Green, Rajon Rondo, Tyler Zeller","BOS",0,0,7857,0
"Avery Bradley, Gerald Wallace, Jonas Jerebko, Marcus Smart, Tyler Zeller","BOS",0,93,7858,1
"Avery Bradley, Gerald Wallace, Kelly Olynyk, Rajon Rondo, Tyler Zeller","BOS",0,0,7859,0
"Avery Bradley, Gerald Wallace, Marcus Smart, Marcus Thornton, Tyler Zeller","BOS",0,0,7860,0
"Avery Bradley, Gerald Wallace, Phil Pressey, Tayshaun Prince, Tyler Zeller","BOS",0,20,7861,0
"Avery Bradley, Gigi Datome, Isaiah Thomas, Jonas Jerebko, Phil Pressey","BOS",0,0,7862,0
"Avery Bradley, Gigi Datome, Jae Crowder, Jonas Jerebko, Phil Pressey","BOS",0,6,7863,0
"Avery Bradley, Gigi Datome, Jae Crowder, Jonas Jerebko, Tyler Zeller","BOS",0,0,7864,0
"Avery Bradley, Gigi Datome, Jonas Jerebko, Marcus Smart, Phil Pressey","BOS",0,0,7865,0
"Avery Bradley, Gigi Datome, Jonas Jerebko, Phil Pressey, Tyler Zeller","BOS",0,287,7866,4
"Avery Bradley, Isaiah Thomas, Jae Crowder, James Young, Marcus Smart","BOS",0,0,7867,0
"Avery Bradley, Isaiah Thomas, Jae Crowder, Jared Sullinger, Tyler Zeller","BOS",0,0,7868,0
"Avery Bradley, Isaiah Thomas, Jae Crowder, Kelly Olynyk, Marcus Smart","BOS",0,0,7869,0
"Avery Bradley, Isaiah Thomas, James Young, Jonas Jerebko, Marcus Smart","BOS",0,0,7870,0
"Avery Bradley, Jae Crowder, James Young, Jared Sullinger, Marcus Smart","BOS",0,258,7871,4
"Avery Bradley, Jae Crowder, James Young, Jared Sullinger, Phil Pressey","BOS",0,0,7872,0
"Avery Bradley, Jae Crowder, James Young, Jonas Jerebko, Phil Pressey","BOS",0,0,7873,0
"Avery Bradley, Jae Crowder, James Young, Marcus Smart, Shavlik Randolph","BOS",0,0,7874,0
"Avery Bradley, Jae Crowder, Jeff Green, Kelly Olynyk, Marcus Smart","BOS",0,2,7875,0
"Avery Bradley, Jae Crowder, Kelly Olynyk, Marcus Smart, Tyler Zeller","BOS",0,0,7876,0
"Avery Bradley, Jae Crowder, Marcus Smart, Marcus Thornton, Tyler Zeller","BOS",0,0,7877,0
"Avery Bradley, Jae Crowder, Marcus Smart, Phil Pressey, Tyler Zeller","BOS",0,0,7878,0
"Avery Bradley, Jameer Nelson, Jared Sullinger, Jeff Green, Marcus Smart","BOS",0,0,7879,0
"Avery Bradley, James Young, Jared Sullinger, Jeff Green, Kelly Olynyk","BOS",0,0,7880,0
"Avery Bradley, James Young, Jared Sullinger, Marcus Smart, Marcus Thornton","BOS",0,8,7881,0
"Avery Bradley, James Young, Jared Sullinger, Marcus Smart, Phil Pressey","BOS",0,3,7882,0
"Avery Bradley, James Young, Jared Sullinger, Marcus Smart, Tyler Zeller","BOS",0,0,7883,0
"Avery Bradley, James Young, Jeff Green, Marcus Thornton, Tyler Zeller","BOS",0,0,7884,0
"Avery Bradley, Jared Sullinger, Jeff Green, Kelly Olynyk, Phil Pressey","BOS",0,25,7885,0
"Avery Bradley, Jared Sullinger, Jeff Green, Marcus Thornton, Phil Pressey","BOS",0,0,7886,0
"Avery Bradley, Jared Sullinger, Jeff Green, Phil Pressey, Tyler Zeller","BOS",0,251,7887,4
"Avery Bradley, Jared Sullinger, Kelly Olynyk, Marcus Smart, Tayshaun Prince","BOS",0,0,7888,0
"Avery Bradley, Jared Sullinger, Kelly Olynyk, Marcus Thornton, Phil Pressey","BOS",0,50,7889,0
"Avery Bradley, Jared Sullinger, Kelly Olynyk, Phil Pressey, Rajon Rondo","BOS",0,0,7890,0
"Avery Bradley, Jared Sullinger, Marcus Smart, Phil Pressey, Tyler Zeller","BOS",0,32,7891,0
"Avery Bradley, Jeff Green, Kelly Olynyk, Marcus Smart, Tyler Zeller","BOS",0,346,7892,5
"Avery Bradley, Jeff Green, Kelly Olynyk, Marcus Thornton, Rajon Rondo","BOS",0,0,7893,0
"Avery Bradley, Jeff Green, Kelly Olynyk, Marcus Thornton, Tyler Zeller","BOS",0,93,7894,1
"Avery Bradley, Jeff Green, Kelly Olynyk, Phil Pressey, Rajon Rondo","BOS",0,40,7895,0
