"lineup","slugTeam","seasonPM","seasonSecs","l_id","Season_mins"
"Al-Farouq Aminu, J.J. Barea, Monta Ellis, Richard Jefferson, Tyson Chandler","DAL",2,829,3535,13
"Al Horford, DeMarre Carroll, Dennis Schroder, John Jenkins, Mike Scott","ATL",2,162,3536,2
"Al Horford, DeMarre Carroll, Elton Brand, Jeff Teague, Kyle Korver","ATL",2,249,3537,4
"Al Horford, DeMarre Carroll, Jeff Teague, Kent Bazemore, Kyle Korver","ATL",2,19,3538,0
"Al Horford, DeMarre Carroll, John Jenkins, Kent Bazemore, Shelvin Mack","ATL",2,157,3539,2
"Al Horford, DeMarre Carroll, Kyle Korver, Mike Scott, Shelvin Mack","ATL",2,2,3540,0
"Al Horford, DeMarre Carroll, Kyle Korver, Paul Millsap, Shelvin Mack","ATL",2,537,3541,8
"Al Horford, DeMarre Carroll, Paul Millsap, Shelvin Mack, Thabo Sefolosha","ATL",2,72,3542,1
"Al Horford, Dennis Schroder, John Jenkins, Pero Antic, Shelvin Mack","ATL",2,6,3543,0
"Al Horford, Dennis Schroder, Kyle Korver, Paul Millsap, Shelvin Mack","ATL",2,150,3544,2
"Al Horford, Dennis Schroder, Kyle Korver, Pero Antic, Thabo Sefolosha","ATL",2,1028,3545,17
"Al Horford, Elton Brand, Jeff Teague, Kyle Korver, Thabo Sefolosha","ATL",2,149,3546,2
"Al Horford, Elton Brand, Kent Bazemore, Kyle Korver, Shelvin Mack","ATL",2,120,3547,2
"Al Horford, Jeff Teague, Kent Bazemore, Mike Muscala, Shelvin Mack","ATL",2,152,3548,2
"Al Horford, Kyle Korver, Pero Antic, Shelvin Mack, Thabo Sefolosha","ATL",2,104,3549,1
"Al Jefferson, Brian Roberts, Gary Neal, Gerald Henderson, Lance Stephenson","CHA",2,6,3550,0
"Al Jefferson, Brian Roberts, Gerald Henderson, Marvin Williams, Mo Williams","CHA",2,62,3551,1
"Al Jefferson, Brian Roberts, Jason Maxiell, Lance Stephenson, Mo Williams","CHA",2,83,3552,1
"Al Jefferson, Cody Zeller, Gary Neal, Gerald Henderson, Michael Kidd-Gilchrist","CHA",2,108,3553,1
"Al Jefferson, Cody Zeller, Gerald Henderson, Lance Stephenson, Michael Kidd-Gilchrist","CHA",2,35,3554,0
"Al Jefferson, Gary Neal, Lance Stephenson, Michael Kidd-Gilchrist, Noah Vonleh","CHA",2,92,3555,1
"Al Jefferson, Gerald Henderson, Jason Maxiell, Kemba Walker, PJ Hairston","CHA",2,89,3556,1
"Al Jefferson, Gerald Henderson, Kemba Walker, Mo Williams, Noah Vonleh","CHA",2,82,3557,1
"Al Jefferson, Jason Maxiell, Kemba Walker, Mo Williams, PJ Hairston","CHA",2,70,3558,1
"Alan Anderson, Andrei Kirilenko, Jarrett Jack, Jerome Jordan, Mirza Teletovic","BKN",2,33,3559,0
"Alan Anderson, Bojan Bogdanovic, Jarrett Jack, Joe Johnson, Kevin Garnett","BKN",2,274,3560,4
"Alan Anderson, Brandon Davies, Brook Lopez, Darius Morris, Jarrett Jack","BKN",2,94,3561,1
"Alan Anderson, Brook Lopez, Cory Jefferson, Deron Williams, Jarrett Jack","BKN",2,2,3562,0
"Alan Anderson, Brook Lopez, Cory Jefferson, Deron Williams, Markel Brown","BKN",2,67,3563,1
"Alan Anderson, Brook Lopez, Deron Williams, Earl Clark, Joe Johnson","BKN",2,168,3564,2
"Alan Anderson, Brook Lopez, Deron Williams, Earl Clark, Markel Brown","BKN",2,76,3565,1
"Alan Anderson, Brook Lopez, Deron Williams, Joe Johnson, Sergey Karasev","BKN",2,23,3566,0
"Alan Anderson, Cory Jefferson, Jarrett Jack, Joe Johnson, Kevin Garnett","BKN",2,174,3567,2
"Alan Anderson, Deron Williams, Jerome Jordan, Mason Plumlee, Sergey Karasev","BKN",2,64,3568,1
"Alan Anderson, Deron Williams, Joe Johnson, Markel Brown, Mason Plumlee","BKN",2,4432,3569,73
"Alan Anderson, Jarrett Jack, Jerome Jordan, Joe Johnson, Mason Plumlee","BKN",2,254,3570,4
"Alan Anderson, Jarrett Jack, Jerome Jordan, Mason Plumlee, Sergey Karasev","BKN",2,130,3571,2
"Alec Burks, Dante Exum, Derrick Favors, Gordon Hayward, Jeremy Evans","UTA",2,128,3572,2
"Alec Burks, Dante Exum, Joe Ingles, Rodney Hood, Rudy Gobert","UTA",2,39,3573,0
"Alec Burks, Enes Kanter, Gordon Hayward, Joe Ingles, Trey Burke","UTA",2,52,3574,0
"Alec Burks, Gordon Hayward, Joe Ingles, Steve Novak, Trey Burke","UTA",2,4,3575,0
"Alec Burks, Joe Ingles, Rudy Gobert, Trevor Booker, Trey Burke","UTA",2,647,3576,10
"Alex Kirk, James Jones, Joe Harris, Kyrie Irving, Mike Miller","CLE",2,24,3577,0
"Alex Len, Anthony Tolliver, Gerald Green, Isaiah Thomas, Marcus Morris Sr.","PHX",2,62,3578,1
"Alex Len, Anthony Tolliver, Goran Dragic, Isaiah Thomas, P.J. Tucker","PHX",2,242,3579,4
"Alex Len, Archie Goodwin, Brandan Wright, Eric Bledsoe, Marcus Morris Sr.","PHX",2,101,3580,1
"Alex Len, Brandan Wright, Brandon Knight, Eric Bledsoe, Marcus Morris Sr.","PHX",2,87,3581,1
"Alex Len, Brandan Wright, Eric Bledsoe, Gerald Green, P.J. Tucker","PHX",2,162,3582,2
"Alex Len, Brandan Wright, Eric Bledsoe, Goran Dragic, P.J. Tucker","PHX",2,64,3583,1
"Alex Len, Brandan Wright, Eric Bledsoe, Isaiah Thomas, P.J. Tucker","PHX",2,84,3584,1
"Alex Len, Brandon Knight, Eric Bledsoe, Gerald Green, P.J. Tucker","PHX",2,257,3585,4
"Alex Len, Eric Bledsoe, Gerald Green, Marcus Morris Sr., Shavlik Randolph","PHX",2,94,3586,1
"Alex Len, Eric Bledsoe, Isaiah Thomas, Marcus Morris Sr., Shavlik Randolph","PHX",2,76,3587,1
"Alex Len, Eric Bledsoe, Marcus Thornton, Markieff Morris, P.J. Tucker","PHX",2,289,3588,4
"Alex Len, Gerald Green, Goran Dragic, Marcus Morris Sr., P.J. Tucker","PHX",2,406,3589,6
"Alexey Shved, Andrea Bargnani, Cleanthony Early, Cole Aldrich, Tim Hardaway Jr.","NYK",2,28,3590,0
"Alexey Shved, Andrea Bargnani, Cleanthony Early, Quincy Acy, Shane Larkin","NYK",2,5,3591,0
"Alexey Shved, Andrea Bargnani, Jason Smith, Langston Galloway, Shane Larkin","NYK",2,54,3592,0
"Alexey Shved, Andrea Bargnani, Langston Galloway, Lou Amundson, Travis Wear","NYK",2,566,3593,9
"Alexey Shved, Andrea Bargnani, Langston Galloway, Quincy Acy, Tim Hardaway Jr.","NYK",2,304,3594,5
"Alexey Shved, Andrea Bargnani, Lou Amundson, Shane Larkin, Travis Wear","NYK",2,272,3595,4
"Alexey Shved, Brandon Davies, Chris Johnson, KJ McDaniels, Luc Mbah a Moute","PHI",2,68,3596,1
"Alexey Shved, Brandon Davies, Henry Sims, KJ McDaniels, Michael Carter-Williams","PHI",2,37,3597,0
"Alexey Shved, Brandon Davies, Hollis Thompson, KJ McDaniels, Nerlens Noel","PHI",2,443,3598,7
"Alexey Shved, Chris Johnson, JaKarr Sampson, KJ McDaniels, Malcolm Thomas","PHI",2,261,3599,4
"Alexey Shved, Drew Gordon, Hollis Thompson, Michael Carter-Williams, Nerlens Noel","PHI",2,77,3600,1
"Alexey Shved, Henry Sims, Hollis Thompson, Luc Mbah a Moute, Michael Carter-Williams","PHI",2,71,3601,1
"Alexey Shved, Henry Sims, KJ McDaniels, Luc Mbah a Moute, Michael Carter-Williams","PHI",2,181,3602,3
"Alexey Shved, Jason Smith, Langston Galloway, Lou Amundson, Shane Larkin","NYK",2,15,3603,0
"Alexey Shved, Jason Smith, Lou Amundson, Shane Larkin, Travis Wear","NYK",2,263,3604,4
"Alexey Shved, KJ McDaniels, Luc Mbah a Moute, Malcolm Thomas, Nerlens Noel","PHI",2,104,3605,1
"Alexey Shved, Lance Thomas, Langston Galloway, Lou Amundson, Quincy Acy","NYK",2,95,3606,1
"Alexey Shved, Lance Thomas, Langston Galloway, Lou Amundson, Travis Wear","NYK",2,8,3607,0
"Alexis Ajinca, Anthony Davis, Austin Rivers, Eric Gordon, Ryan Anderson","NOP",2,117,3608,1
"Alexis Ajinca, Anthony Davis, Dante Cunningham, Eric Gordon, Quincy Pondexter","NOP",2,514,3609,8
"Alexis Ajinca, Anthony Davis, Eric Gordon, Jrue Holiday, Ryan Anderson","NOP",2,82,3610,1
"Alexis Ajinca, Austin Rivers, Eric Gordon, Jimmer Fredette, Ryan Anderson","NOP",2,64,3611,1
"Alexis Ajinca, Austin Rivers, Eric Gordon, Luke Babbitt, Ryan Anderson","NOP",2,203,3612,3
"Alexis Ajinca, Austin Rivers, Jimmer Fredette, Luke Babbitt, Ryan Anderson","NOP",2,61,3613,1
"Alexis Ajinca, Austin Rivers, Jimmer Fredette, Ryan Anderson, Tyreke Evans","NOP",2,165,3614,2
"Alexis Ajinca, Dante Cunningham, Elliot Williams, Jimmer Fredette, Quincy Pondexter","NOP",2,197,3615,3
"Alexis Ajinca, Dante Cunningham, Eric Gordon, Norris Cole, Quincy Pondexter","NOP",2,803,3616,13
"Alexis Ajinca, Dante Cunningham, Eric Gordon, Omer Asik, Quincy Pondexter","NOP",2,35,3617,0
"Alexis Ajinca, Dante Cunningham, Jimmer Fredette, Luke Babbitt, Quincy Pondexter","NOP",2,153,3618,2
"Alexis Ajinca, Dante Cunningham, Jimmer Fredette, Quincy Pondexter, Ryan Anderson","NOP",2,302,3619,5
"Alexis Ajinca, Dante Cunningham, Jimmer Fredette, Quincy Pondexter, Tyreke Evans","NOP",2,31,3620,0
"Alexis Ajinca, Eric Gordon, Luke Babbitt, Omer Asik, Toney Douglas","NOP",2,52,3621,0
"Alexis Ajinca, Jeff Withey, Jimmer Fredette, Luke Babbitt, Nate Wolters","NOP",2,403,3622,6
"Allen Crabbe, Alonzo Gee, CJ McCollum, Joel Freeland, Steve Blake","POR",2,181,3623,3
"Allen Crabbe, Alonzo Gee, CJ McCollum, Joel Freeland, Tim Frazier","POR",2,39,3624,0
"Allen Crabbe, Arron Afflalo, Damian Lillard, Dorell Wright, Joel Freeland","POR",2,83,3625,1
"Allen Crabbe, Chris Kaman, CJ McCollum, Damian Lillard, Steve Blake","POR",2,22,3626,0
"Allen Crabbe, CJ McCollum, Damian Lillard, Joel Freeland, Steve Blake","POR",2,16,3627,0
"Allen Crabbe, CJ McCollum, Damian Lillard, LaMarcus Aldridge, Wesley Matthews","POR",2,12,3628,0
"Allen Crabbe, CJ McCollum, Joel Freeland, Meyers Leonard, Tim Frazier","POR",2,244,3629,4
"Allen Crabbe, CJ McCollum, Meyers Leonard, Victor Claver, Will Barton","POR",2,467,3630,7
"Allen Crabbe, Damian Lillard, Dorell Wright, Joel Freeland, Nicolas Batum","POR",2,156,3631,2
"Allen Crabbe, Damian Lillard, LaMarcus Aldridge, Meyers Leonard, Steve Blake","POR",2,22,3632,0
"Allen Crabbe, Damian Lillard, LaMarcus Aldridge, Robin Lopez, Steve Blake","POR",2,155,3633,2
"Allen Crabbe, Dorell Wright, Meyers Leonard, Steve Blake, Wesley Matthews","POR",2,260,3634,4
"Alonzo Gee, Arron Afflalo, Damian Lillard, Dorell Wright, LaMarcus Aldridge","POR",2,133,3635,2
"Alonzo Gee, Arron Afflalo, Gary Harris, Ty Lawson, Wilson Chandler","DEN",2,137,3636,2
"Alonzo Gee, Arron Afflalo, JaVale McGee, Randy Foye, Wilson Chandler","DEN",2,163,3637,2
"Alonzo Gee, CJ McCollum, Dorell Wright, Joel Freeland, Meyers Leonard","POR",2,103,3638,1
"Alonzo Gee, Damian Lillard, LaMarcus Aldridge, Meyers Leonard, Steve Blake","POR",2,290,3639,4
"Alonzo Gee, Danilo Gallinari, Darrell Arthur, JJ Hickson, Nate Robinson","DEN",2,708,3640,11
"Alonzo Gee, Danilo Gallinari, Erick Green, Kenneth Faried, Randy Foye","DEN",2,36,3641,0
"Alonzo Gee, Danilo Gallinari, JJ Hickson, Jusuf Nurkic, Ty Lawson","DEN",2,130,3642,2
"Alonzo Gee, Danilo Gallinari, JJ Hickson, Nate Robinson, Wilson Chandler","DEN",2,238,3643,3
"Alonzo Gee, Danilo Gallinari, Nate Robinson, Timofey Mozgov, Wilson Chandler","DEN",2,163,3644,2
"Alonzo Gee, Darrell Arthur, Erick Green, Jusuf Nurkic, Ty Lawson","DEN",2,92,3645,1
"Alonzo Gee, Darrell Arthur, Jusuf Nurkic, Kenneth Faried, Ty Lawson","DEN",2,65,3646,1
"Alonzo Gee, Erick Green, Gary Harris, JJ Hickson, Jusuf Nurkic","DEN",2,79,3647,1
"Amar'e Stoudemire, Andrea Bargnani, Carmelo Anthony, Langston Galloway, Shane Larkin","NYK",2,27,3648,0
"Amar'e Stoudemire, Carmelo Anthony, Cole Aldrich, Jose Calderon, Pablo Prigioni","NYK",2,262,3649,4
"Amar'e Stoudemire, Carmelo Anthony, Iman Shumpert, JR Smith, Pablo Prigioni","NYK",2,1059,3650,17
"Amar'e Stoudemire, Carmelo Anthony, Iman Shumpert, Pablo Prigioni, Tim Hardaway Jr.","NYK",2,197,3651,3
"Amar'e Stoudemire, Carmelo Anthony, Iman Shumpert, Pablo Prigioni, Travis Wear","NYK",2,115,3652,1
"Amar'e Stoudemire, Carmelo Anthony, Jose Calderon, Lance Thomas, Tim Hardaway Jr.","NYK",2,67,3653,1
"Amar'e Stoudemire, Carmelo Anthony, Jose Calderon, Tim Hardaway Jr., Travis Wear","NYK",2,204,3654,3
"Amar'e Stoudemire, Carmelo Anthony, JR Smith, Pablo Prigioni, Samuel Dalembert","NYK",2,267,3655,4
"Amar'e Stoudemire, Carmelo Anthony, Pablo Prigioni, Quincy Acy, Shane Larkin","NYK",2,128,3656,2
"Amar'e Stoudemire, Chandler Parsons, Charlie Villanueva, Monta Ellis, Rajon Rondo","DAL",2,166,3657,2
"Amar'e Stoudemire, Chandler Parsons, Dirk Nowitzki, J.J. Barea, Monta Ellis","DAL",2,94,3658,1
"Amar'e Stoudemire, Cole Aldrich, Jose Calderon, Shane Larkin, Tim Hardaway Jr.","NYK",2,395,3659,6
"Amar'e Stoudemire, Devin Harris, Dirk Nowitzki, Monta Ellis, Richard Jefferson","DAL",2,19,3660,0
"Amar'e Stoudemire, Devin Harris, J.J. Barea, Monta Ellis, Richard Jefferson","DAL",2,37,3661,0
"Amar'e Stoudemire, Iman Shumpert, Jason Smith, JR Smith, Tim Hardaway Jr.","NYK",2,217,3662,3
"Amar'e Stoudemire, Iman Shumpert, Pablo Prigioni, Shane Larkin, Travis Wear","NYK",2,302,3663,5
"Amar'e Stoudemire, Jason Smith, Jose Calderon, Tim Hardaway Jr., Travis Wear","NYK",2,55,3664,0
"Amar'e Stoudemire, Jose Calderon, Quincy Acy, Shane Larkin, Tim Hardaway Jr.","NYK",2,2,3665,0
"Amar'e Stoudemire, Jose Calderon, Quincy Acy, Tim Hardaway Jr., Travis Wear","NYK",2,125,3666,2
"Amar'e Stoudemire, JR Smith, Pablo Prigioni, Samuel Dalembert, Shane Larkin","NYK",2,100,3667,1
"Amir Johnson, DeMar DeRozan, Greivis Vasquez, James Johnson, Jonas Valanciunas","TOR",2,2718,3668,45
"Amir Johnson, DeMar DeRozan, Greivis Vasquez, James Johnson, Patrick Patterson","TOR",2,292,3669,4
"Amir Johnson, DeMar DeRozan, James Johnson, Kyle Lowry, Tyler Hansbrough","TOR",2,39,3670,0
"Amir Johnson, DeMar DeRozan, Kyle Lowry, Lou Williams, Terrence Ross","TOR",2,241,3671,4
"Amir Johnson, Greivis Vasquez, James Johnson, Lou Williams, Patrick Patterson","TOR",2,1842,3672,30
"Amir Johnson, James Johnson, Kyle Lowry, Lou Williams, Terrence Ross","TOR",2,100,3673,1
"Anderson Varejao, Dion Waiters, Matthew Dellavedova, Mike Miller, Tristan Thompson","CLE",2,57,3674,0
"Anderson Varejao, James Jones, Kyrie Irving, LeBron James, Tristan Thompson","CLE",2,66,3675,1
"Anderson Varejao, Joe Harris, Kevin Love, Kyrie Irving, Matthew Dellavedova","CLE",2,127,3676,2
"Anderson Varejao, Matthew Dellavedova, Mike Miller, Shawn Marion, Tristan Thompson","CLE",2,106,3677,1
"Andre Drummond, Anthony Tolliver, Jodie Meeks, John Lucas III, Kyle Singler","DET",2,316,3678,5
"Andre Drummond, Caron Butler, D.J. Augustin, Jonas Jerebko, Kentavious Caldwell-Pope","DET",2,721,3679,12
"Andre Drummond, Caron Butler, D.J. Augustin, Jonas Jerebko, Spencer Dinwiddie","DET",2,92,3680,1
"Andre Drummond, Caron Butler, D.J. Augustin, Kentavious Caldwell-Pope, Kyle Singler","DET",2,33,3681,0
"Andre Drummond, Greg Monroe, John Lucas III, Kentavious Caldwell-Pope, Kyle Singler","DET",2,16,3682,0
"Andre Drummond, Jodie Meeks, John Lucas III, Jonas Jerebko, Kentavious Caldwell-Pope","DET",2,30,3683,0
"Andre Iguodala, Andrew Bogut, Brandon Rush, Draymond Green, Stephen Curry","GSW",2,245,3684,4
"Andre Iguodala, Andrew Bogut, Brandon Rush, Justin Holiday, Shaun Livingston","GSW",2,234,3685,3
"Andre Iguodala, Andrew Bogut, David Lee, Justin Holiday, Leandro Barbosa","GSW",2,567,3686,9
"Andre Iguodala, Andrew Bogut, Draymond Green, Justin Holiday, Shaun Livingston","GSW",2,53,3687,0
"Andre Iguodala, Andrew Bogut, Draymond Green, Justin Holiday, Stephen Curry","GSW",2,413,3688,6
"Andre Iguodala, Brandon Rush, Draymond Green, Marreese Speights, Shaun Livingston","GSW",2,104,3689,1
"Andre Iguodala, David Lee, Festus Ezeli, Shaun Livingston, Stephen Curry","GSW",2,85,3690,1
"Andre Iguodala, Draymond Green, Klay Thompson, Leandro Barbosa, Marreese Speights","GSW",2,193,3691,3
"Andre Iguodala, Festus Ezeli, Justin Holiday, Leandro Barbosa, Shaun Livingston","GSW",2,141,3692,2
"Andre Iguodala, Festus Ezeli, Klay Thompson, Leandro Barbosa, Marreese Speights","GSW",2,141,3693,2
"Andre Miller, Ben McLemore, Carl Landry, Jason Thompson, Nik Stauskas","SAC",2,83,3694,1
"Andre Miller, Ben McLemore, DeMarcus Cousins, Jason Thompson, Nik Stauskas","SAC",2,16,3695,0
"Andre Miller, Ben McLemore, DeMarcus Cousins, Omri Casspi, Ray McCallum","SAC",2,53,3696,0
"Andre Miller, Ben McLemore, DeMarcus Cousins, Omri Casspi, Rudy Gay","SAC",2,790,3697,13
"Andre Miller, Ben McLemore, Derrick Williams, Omri Casspi, Reggie Evans","SAC",2,387,3698,6
"Andre Miller, Ben McLemore, Omri Casspi, Reggie Evans, Rudy Gay","SAC",2,33,3699,0
"Andre Miller, Ben McLemore, Omri Casspi, Rudy Gay, Ryan Hollins","SAC",2,8,3700,0
"Andre Miller, Bradley Beal, John Wall, Paul Pierce, Rasual Butler","WAS",2,0,3701,0
"Andre Miller, Bradley Beal, Kevin Seraphin, Otto Porter Jr., Rasual Butler","WAS",2,26,3702,0
"Andre Miller, Bradley Beal, Kris Humphries, Nene, Rasual Butler","WAS",2,191,3703,3
"Andre Miller, Bradley Beal, Marcin Gortat, Nene, Rasual Butler","WAS",2,196,3704,3
"Andre Miller, Carl Landry, Jason Thompson, Nik Stauskas, Omri Casspi","SAC",2,349,3705,5
"Andre Miller, DeJuan Blair, Kris Humphries, Otto Porter Jr., Rasual Butler","WAS",2,90,3706,1
"Andre Miller, DeMarcus Cousins, Derrick Williams, Omri Casspi, Reggie Evans","SAC",2,106,3707,1
"Andre Miller, DeMarcus Cousins, Jason Thompson, Nik Stauskas, Rudy Gay","SAC",2,61,3708,1
"Andre Miller, Garrett Temple, John Wall, Otto Porter Jr., Paul Pierce","WAS",2,1,3709,0
"Andre Miller, Jason Thompson, Nik Stauskas, Omri Casspi, Reggie Evans","SAC",2,49,3710,0
"Andre Miller, Jason Thompson, Nik Stauskas, Omri Casspi, Rudy Gay","SAC",2,479,3711,7
"Andre Miller, John Wall, Marcin Gortat, Martell Webster, Rasual Butler","WAS",2,4,3712,0
"Andre Miller, Kevin Seraphin, Kris Humphries, Martell Webster, Otto Porter Jr.","WAS",2,44,3713,0
"Andre Miller, Kevin Seraphin, Nene, Otto Porter Jr., Paul Pierce","WAS",2,289,3714,4
"Andre Miller, Kris Humphries, Martell Webster, Nene, Rasual Butler","WAS",2,32,3715,0
"Andre Roberson, Anthony Morrow, D.J. Augustin, Dion Waiters, Russell Westbrook","OKC",2,4,3716,0
"Andre Roberson, Anthony Morrow, Ish Smith, Mitch McGary, Nick Collison","OKC",2,71,3717,1
"Andre Roberson, Anthony Morrow, Kevin Durant, Russell Westbrook, Steven Adams","OKC",2,164,3718,2
"Andre Roberson, Anthony Morrow, Kevin Durant, Serge Ibaka, Steven Adams","OKC",2,49,3719,0
"Andre Roberson, Anthony Morrow, Nick Collison, Reggie Jackson, Serge Ibaka","OKC",2,293,3720,4
"Andre Roberson, Anthony Morrow, Nick Collison, Russell Westbrook, Serge Ibaka","OKC",2,45,3721,0
"Andre Roberson, D.J. Augustin, Dion Waiters, Mitch McGary, Nick Collison","OKC",2,15,3722,0
"Andre Roberson, D.J. Augustin, Dion Waiters, Nick Collison, Serge Ibaka","OKC",2,110,3723,1
"Andre Roberson, Dion Waiters, Enes Kanter, Mitch McGary, Russell Westbrook","OKC",2,626,3724,10
"Andre Roberson, Dion Waiters, Mitch McGary, Reggie Jackson, Serge Ibaka","OKC",2,160,3725,2
"Andre Roberson, Dion Waiters, Nick Collison, Russell Westbrook, Serge Ibaka","OKC",2,238,3726,3
"Andre Roberson, Ish Smith, Perry Jones III, Reggie Jackson, Serge Ibaka","OKC",2,131,3727,2
"Andre Roberson, Kendrick Perkins, Lance Thomas, Nick Collison, Perry Jones III","OKC",2,300,3728,5
"Andre Roberson, Lance Thomas, Perry Jones III, Sebastian Telfair, Serge Ibaka","OKC",2,87,3729,1
"Andrea Bargnani, Jason Smith, Jose Calderon, Shane Larkin, Tim Hardaway Jr.","NYK",2,210,3730,3
"Andrea Bargnani, Jason Smith, Jose Calderon, Tim Hardaway Jr., Travis Wear","NYK",2,112,3731,1
"Andrea Bargnani, Jason Smith, Lance Thomas, Langston Galloway, Shane Larkin","NYK",2,1434,3732,23
"Andrea Bargnani, Jason Smith, Langston Galloway, Ricky Ledo, Shane Larkin","NYK",2,15,3733,0
"Andrea Bargnani, Jose Calderon, Lance Thomas, Langston Galloway, Lou Amundson","NYK",2,86,3734,1
"Andrea Bargnani, Lance Thomas, Quincy Acy, Ricky Ledo, Shane Larkin","NYK",2,157,3735,2
"Andrea Bargnani, Langston Galloway, Quincy Acy, Ricky Ledo, Tim Hardaway Jr.","NYK",2,56,3736,0
"Andrew Bogut, Brandon Rush, Klay Thompson, Marreese Speights, Stephen Curry","GSW",2,270,3737,4
"Andrew Bogut, David Lee, Harrison Barnes, Leandro Barbosa, Stephen Curry","GSW",2,191,3738,3
"Andrew Nicholson, Ben Gordon, Dewayne Dedmon, Elfrid Payton, Willie Green","ORL",2,595,3739,9
"Andrew Nicholson, Evan Fournier, Nikola Vucevic, Tobias Harris, Victor Oladipo","ORL",2,190,3740,3
"Andrew Wiggins, Anthony Bennett, Corey Brewer, Jeff Adrien, Zach LaVine","MIN",2,180,3741,3
"Andrew Wiggins, Anthony Bennett, Corey Brewer, Kevin Martin, Zach LaVine","MIN",2,61,3742,1
"Andrew Wiggins, Anthony Bennett, Lorenzo Brown, Robbie Hummel, Zach LaVine","MIN",2,37,3743,0
"Andrew Wiggins, Arinze Onuaku, Chase Budinger, Lorenzo Brown, Zach LaVine","MIN",2,136,3744,2
"Andrew Wiggins, Chase Budinger, Glenn Robinson III, Gorgui Dieng, Zach LaVine","MIN",2,29,3745,0
"Andrew Wiggins, Chase Budinger, Gorgui Dieng, Robbie Hummel, Zach LaVine","MIN",2,102,3746,1
"Andrew Wiggins, Chase Budinger, Justin Hamilton, Robbie Hummel, Zach LaVine","MIN",2,1741,3747,29
"Andrew Wiggins, Chase Budinger, Mo Williams, Nikola Pekovic, Thaddeus Young","MIN",2,383,3748,6
"Andrew Wiggins, Chase Budinger, Robbie Hummel, Shabazz Muhammad, Zach LaVine","MIN",2,561,3749,9
"Andrew Wiggins, Corey Brewer, Robbie Hummel, Shabazz Muhammad, Zach LaVine","MIN",2,309,3750,5
"Andrew Wiggins, Gary Neal, Gorgui Dieng, Justin Hamilton, Ricky Rubio","MIN",2,89,3751,1
"Andrew Wiggins, Gary Neal, Kevin Garnett, Kevin Martin, Ricky Rubio","MIN",2,76,3752,1
"Andrew Wiggins, Gorgui Dieng, Kevin Garnett, Kevin Martin, Ricky Rubio","MIN",2,740,3753,12
"Andrew Wiggins, Gorgui Dieng, Mo Williams, Robbie Hummel, Thaddeus Young","MIN",2,6230,3754,103
"Andrew Wiggins, Jeff Adrien, Mo Williams, Thaddeus Young, Troy Daniels","MIN",2,65,3755,1
"Andrew Wiggins, Jeff Adrien, Thaddeus Young, Troy Daniels, Zach LaVine","MIN",2,152,3756,2
"Anthony Bennett, Arinze Onuaku, Lorenzo Brown, Robbie Hummel, Zach LaVine","MIN",2,250,3757,4
"Anthony Bennett, Chase Budinger, Corey Brewer, Mo Williams, Shabazz Muhammad","MIN",2,74,3758,1
"Anthony Bennett, Chase Budinger, Jeff Adrien, Mo Williams, Robbie Hummel","MIN",2,155,3759,2
"Anthony Bennett, Chase Budinger, Jeff Adrien, Shabazz Muhammad, Zach LaVine","MIN",2,854,3760,14
"Anthony Bennett, Chase Budinger, Nikola Pekovic, Robbie Hummel, Zach LaVine","MIN",2,59,3761,0
"Anthony Bennett, Glenn Robinson III, Miroslav Raduljica, Troy Daniels, Zach LaVine","MIN",2,59,3762,0
"Anthony Bennett, Justin Hamilton, Lorenzo Brown, Robbie Hummel, Zach LaVine","MIN",2,24,3763,0
"Anthony Davis, Austin Rivers, Dante Cunningham, Omer Asik, Ryan Anderson","NOP",2,167,3764,2
"Anthony Davis, Austin Rivers, Eric Gordon, Jimmer Fredette, Ryan Anderson","NOP",2,317,3765,5
"Anthony Davis, Austin Rivers, Eric Gordon, Jrue Holiday, Omer Asik","NOP",2,359,3766,5
"Anthony Davis, Austin Rivers, John Salmons, Luke Babbitt, Omer Asik","NOP",2,194,3767,3
"Anthony Davis, Austin Rivers, Jrue Holiday, Luke Babbitt, Omer Asik","NOP",2,781,3768,13
"Anthony Davis, Austin Rivers, Luke Babbitt, Omer Asik, Tyreke Evans","NOP",2,303,3769,5
"Anthony Davis, Dante Cunningham, Eric Gordon, Jimmer Fredette, Quincy Pondexter","NOP",2,15,3770,0
"Anthony Davis, Dante Cunningham, Nate Wolters, Quincy Pondexter, Ryan Anderson","NOP",2,74,3771,1
"Anthony Davis, Eric Gordon, Luke Babbitt, Ryan Anderson, Tyreke Evans","NOP",2,81,3772,1
"Anthony Davis, Jimmer Fredette, Omer Asik, Quincy Pondexter, Tyreke Evans","NOP",2,93,3773,1
"Anthony Davis, Jrue Holiday, Norris Cole, Ryan Anderson, Tyreke Evans","NOP",2,82,3774,1
"Anthony Davis, Norris Cole, Quincy Pondexter, Ryan Anderson, Toney Douglas","NOP",2,57,3775,0
"Anthony Morrow, D.J. Augustin, Dion Waiters, Enes Kanter, Steven Adams","OKC",2,133,3776,2
"Anthony Morrow, D.J. Augustin, Dion Waiters, Nick Collison, Steve Novak","OKC",2,104,3777,1
"Anthony Morrow, D.J. Augustin, Enes Kanter, Nick Collison, Russell Westbrook","OKC",2,824,3778,13
"Anthony Morrow, D.J. Augustin, Enes Kanter, Perry Jones III, Russell Westbrook","OKC",2,121,3779,2
