"idGame","numberPeriod","timeQuarter","secsPassedGame","slugTeamPlayer","playerOut","playerIn","numberEvent","lineupBefore","lineupAfter","slugTeamLocation"
41400236,4,"04:44",2596,"LAC","Matt Barnes","Jamal Crawford",466,"DeAndre Jordan, Blake Griffin, Matt Barnes, JJ Redick, Chris Paul","DeAndre Jordan, Blake Griffin, JJ Redick, Chris Paul, Jamal Crawford","Home"
41400236,4,"01:01",2819,"LAC","Jamal Crawford","Austin Rivers",499,"DeAndre Jordan, Blake Griffin, JJ Redick, Chris Paul, Jamal Crawford","DeAndre Jordan, Blake Griffin, JJ Redick, Chris Paul, Austin Rivers","Home"
41400236,4,"01:01",2819,"HOU","Dwight Howard","James Harden",500,"Corey Brewer, Dwight Howard, Trevor Ariza, Jason Terry, Josh Smith","Corey Brewer, Trevor Ariza, Jason Terry, Josh Smith, James Harden","Away"
41400236,4,"01:01",2819,"LAC","DeAndre Jordan","Jamal Crawford",505,"DeAndre Jordan, Blake Griffin, JJ Redick, Chris Paul, Austin Rivers","Blake Griffin, JJ Redick, Chris Paul, Austin Rivers, Jamal Crawford","Home"
41400236,4,"01:01",2819,"HOU","James Harden","Dwight Howard",506,"Corey Brewer, Trevor Ariza, Jason Terry, Josh Smith, James Harden","Corey Brewer, Trevor Ariza, Jason Terry, Josh Smith, Dwight Howard","Away"
41400236,4,"00:53",2827,"LAC","Blake Griffin","Spencer Hawes",515,"Blake Griffin, JJ Redick, Chris Paul, Austin Rivers, Jamal Crawford","JJ Redick, Chris Paul, Austin Rivers, Jamal Crawford, Spencer Hawes","Home"
41400237,1,"05:02",418,"LAC","Matt Barnes","Jamal Crawford",56,"Blake Griffin, Chris Paul, DeAndre Jordan, JJ Redick, Matt Barnes","Blake Griffin, Chris Paul, DeAndre Jordan, JJ Redick, Jamal Crawford","Away"
41400237,1,"05:02",418,"HOU","Josh Smith","Terrence Jones",57,"Dwight Howard, James Harden, Jason Terry, Josh Smith, Trevor Ariza","Dwight Howard, James Harden, Jason Terry, Trevor Ariza, Terrence Jones","Home"
41400237,1,"05:02",418,"HOU","Jason Terry","Pablo Prigioni",58,"Dwight Howard, James Harden, Jason Terry, Trevor Ariza, Terrence Jones","Dwight Howard, James Harden, Trevor Ariza, Terrence Jones, Pablo Prigioni","Home"
41400237,1,"04:32",448,"HOU","Trevor Ariza","Corey Brewer",63,"Dwight Howard, James Harden, Trevor Ariza, Terrence Jones, Pablo Prigioni","Dwight Howard, James Harden, Terrence Jones, Pablo Prigioni, Corey Brewer","Home"
